SYMBOL,log2FoldChange,pvalue,padj
COL10A1,5.702756689,0,0
MMP1,4.984728593,0,0
SPP1,4.951649579,0,0
CST2,4.879547142,0,0
CTHRC1,4.352293294,0,0
SIX1,3.940512863,0,0
COL1A1,3.637588905,0,0
MFAP2,3.634747386,0,0
CCDC50,-2.086232206,0,0
EMP1,-3.428008937,0,0
GPD1L,-2.441575094,9.11E-302,1.07E-298
UBL3,-2.322878907,2.18E-299,2.34E-296
KIF14,2.543925651,4.15E-279,4.11E-276
CST1,4.751737909,1.08E-278,9.93E-276
SASH1,-2.885738822,1.09E-277,9.37E-275
YOD1,-2.767581326,3.93E-274,3.16E-271
CBX3,1.210958226,1.41E-270,1.07E-267
TPX2,2.366660572,1.39E-267,9.92E-265
GTSE1,2.240312443,1.40E-266,9.46E-264
MGLL,-2.744707789,3.78E-265,2.44E-262
COL5A2,3.123152823,5.91E-263,3.63E-260
FSCN1,2.266861599,7.92E-262,4.64E-259
C4orf3,-1.895512625,2.02E-253,1.13E-250
ESM1,3.984043047,4.25E-248,2.28E-245
C1QTNF6,3.011047767,6.27E-247,3.23E-244
KIF2C,2.185311194,1.71E-238,8.47E-236
KIF23,1.83884386,6.94E-237,3.31E-234
ZFP64,2.083634834,4.33E-235,1.99E-232
LPIN1,-2.979121074,6.54E-229,2.90E-226
THSD4,-3.667458061,8.05E-228,3.46E-225
HPGD,-3.691367096,1.28E-227,5.32E-225
SLC46A2,-3.251790634,3.23E-218,1.30E-215
LRRC15,4.470444416,4.56E-218,1.78E-215
KIF26B,2.536391428,9.58E-213,3.63E-210
EHD3,-2.595959084,1.49E-211,5.48E-209
GCKR,-3.285069458,9.39E-211,3.36E-208
CDCA5,2.472147616,1.43E-210,4.98E-208
KIF20A,2.184058829,2.69E-209,9.12E-207
KNSTRN,1.821672495,4.01E-209,1.32E-206
TRNP1,-2.68581127,2.68E-208,8.62E-206
RBFOX3,-3.638035171,3.62E-208,1.14E-205
MINDY1,-1.991450535,4.57E-208,1.40E-205
ANXA9,-3.163093619,5.24E-206,1.57E-203
CHP1,-1.300347174,8.96E-206,2.62E-203
LMO7,-2.600479589,1.63E-205,4.67E-203
ECM1,-3.213505047,1.37E-203,3.82E-201
LOXL2,2.644719501,5.33E-203,1.46E-200
GYS2,-4.729945688,5.70E-202,1.53E-199
HSP90B1,1.11356679,2.65E-198,6.96E-196
GJB7,3.452535626,5.68E-198,1.46E-195
FNDC4,-2.674767743,1.56E-197,3.95E-195
CMSS1,1.565316781,1.88E-197,4.66E-195
KIF4A,1.846996139,4.95E-197,1.20E-194
NUCB2,-1.980945993,1.03E-195,2.45E-193
DTL,2.097448011,3.26E-195,7.64E-193
TMOD3,-1.650102343,7.14E-194,1.64E-191
ALDH9A1,-1.640008147,2.56E-193,5.80E-191
RANBP9,-1.82042443,2.36E-192,5.25E-190
COL1A2,2.875874921,2.68E-192,5.84E-190
AFDN,-1.669536713,2.80E-191,6.01E-189
TREM2,3.203927443,8.73E-191,1.84E-188
CEP55,2.113284988,1.70E-190,3.52E-188
ABLIM1,-2.38611612,3.16E-190,6.45E-188
TOP2A,2.121842293,4.06E-190,8.17E-188
DNAH17,4.284602868,4.49E-190,8.90E-188
ELN,-2.86030612,6.23E-190,1.22E-187
CCNA1,5.323968227,9.12E-190,1.75E-187
GMDS,-1.957857315,2.14E-189,4.06E-187
TEAD3,-2.180876396,2.76E-188,5.16E-186
ECT2,2.03227391,6.08E-188,1.12E-185
RFC4,1.937376054,7.51E-188,1.36E-185
TRIP13,2.225527904,8.95E-188,1.60E-185
FOXM1,2.06506273,1.00E-187,1.77E-185
HOXD11,3.939866001,4.25E-187,7.40E-185
NELL2,3.697240422,6.73E-187,1.16E-184
EPYC,5.359362624,1.05E-185,1.78E-183
STK39,-1.56211524,3.36E-185,5.62E-183
ARHGEF10L,-1.803732575,5.54E-185,9.15E-183
SP1,-1.570986338,8.36E-184,1.36E-181
CENPF,1.853542442,9.37E-184,1.51E-181
BID,1.752493281,1.01E-183,1.60E-181
SLC5A12,3.292657282,1.53E-183,2.40E-181
MCM7,1.645694852,5.64E-183,8.75E-181
BUB1B,1.775584568,6.47E-183,9.92E-181
SORBS2,-3.007465893,5.39E-181,8.17E-179
SPAG5,2.020617015,3.86E-178,5.78E-176
PFN2,2.407348867,6.14E-178,9.09E-176
SLC16A6,-2.47317689,1.32E-177,1.94E-175
KAT2B,-2.482816169,2.77E-177,4.00E-175
ASPA,-3.069452428,1.12E-176,1.60E-174
LAMC2,3.167894975,1.28E-176,1.81E-174
GDPD3,-3.346721444,1.60E-176,2.24E-174
RUVBL1,1.452454987,2.24E-176,3.10E-174
WDHD1,1.893669343,2.28E-176,3.12E-174
EPS8L2,-2.219042378,7.65E-176,1.04E-173
MYBL2,1.899413987,8.62E-176,1.16E-173
NEK2,1.99492354,4.32E-175,5.74E-173
STC2,2.729622732,7.44E-175,9.77E-173
TTYH3,2.249212701,6.36E-174,8.27E-172
CSTB,-2.602161984,1.23E-173,1.58E-171
DUSP5,-2.554592532,1.67E-173,2.13E-171
GRHL3,-3.211989477,2.20E-173,2.78E-171
CDCA8,1.717721494,2.30E-173,2.88E-171
COL11A1,4.248149026,3.65E-173,4.52E-171
SCEL,-3.811652294,7.32E-173,8.98E-171
EVA1A,3.522517301,1.13E-172,1.38E-170
SIX4,3.245259042,5.21E-172,6.28E-170
AURKB,1.996043197,1.20E-171,1.43E-169
UBE2T,2.066320921,1.72E-171,2.04E-169
GALNT12,-2.232203253,5.55E-171,6.50E-169
SPINK5,-3.591691996,7.46E-171,8.66E-169
LRRFIP2,-1.369176335,1.61E-170,1.85E-168
CAPN5,-2.56900236,1.87E-170,2.13E-168
PLXNA1,1.846644506,6.70E-170,7.57E-168
CPEB3,-2.092970096,9.77E-170,1.09E-167
HJURP,2.166588368,1.59E-168,1.76E-166
DLGAP5,2.010364289,2.02E-168,2.22E-166
DNMT3B,2.803344675,4.24E-168,4.63E-166
C1QL4,3.617347562,2.03E-167,2.19E-165
SNX9,-1.536870338,2.61E-167,2.80E-165
HSP90AA1,1.304747763,6.65E-167,7.08E-165
PPL,-2.401052101,2.12E-166,2.24E-164
CHRNA1,3.24242713,2.88E-166,3.00E-164
TROAP,1.836993902,2.86E-166,3.00E-164
PSMB2,1.081012998,4.10E-166,4.23E-164
FANCI,1.62157157,2.49E-165,2.55E-163
DLX1,3.697166622,1.09E-164,1.11E-162
LIMK1,1.566642204,2.68E-164,2.69E-162
HOXC13,3.626451306,6.48E-164,6.47E-162
F10,-2.382364987,8.61E-164,8.53E-162
SHROOM3,-2.556741236,1.00E-163,9.88E-162
ENDOU,-4.225633771,1.10E-163,1.07E-161
ACSM1,-2.466260873,1.44E-163,1.40E-161
XPR1,1.505493038,1.17E-162,1.13E-160
DLX2,4.265845227,1.25E-162,1.19E-160
COL5A1,2.510582915,1.58E-162,1.50E-160
RAB10,-1.302532636,2.75E-162,2.58E-160
FAM107A,-2.871140259,3.13E-162,2.92E-160
GMPS,1.254056079,5.29E-162,4.90E-160
STK3,1.077163149,5.40E-162,4.97E-160
CDC45,2.108131965,4.24E-161,3.87E-159
N4BP3,-2.430121235,1.20E-160,1.09E-158
CENPA,1.868119648,2.57E-159,2.31E-157
ZNF185,-2.498562248,5.26E-159,4.71E-157
DHRS1,-2.020071149,5.61E-159,4.98E-157
PLCXD3,-3.451741019,6.51E-159,5.75E-157
TBX15,3.242039922,1.20E-158,1.05E-156
SERPINB6,-1.662418871,1.94E-158,1.69E-156
HADHB,-1.226676903,1.96E-158,1.69E-156
RAD51AP1,2.168449119,3.60E-158,3.09E-156
MXD1,-2.221978758,9.27E-158,7.91E-156
STRADB,-1.734410591,1.05E-157,8.93E-156
PAQR8,-2.202170126,2.10E-157,1.77E-155
SULF1,2.517938394,4.03E-157,3.37E-155
NFIA,-1.663642056,8.45E-157,7.02E-155
FAM72B,2.037596929,2.38E-156,1.97E-154
HOXD13,4.515072487,5.96E-156,4.89E-154
GFOD2,-1.655015186,1.96E-155,1.60E-153
CDC20,1.685550845,6.55E-155,5.31E-153
IL11,3.259989867,6.88E-155,5.54E-153
EPS8L1,-2.835527568,6.76E-154,5.41E-152
KNTC1,1.533273698,1.29E-153,1.03E-151
PLA2G7,2.950915984,4.72E-153,3.73E-151
STIL,1.833702953,1.54E-152,1.21E-150
GINS2,1.721276993,1.92E-152,1.50E-150
CAMK2N2,2.59943452,3.19E-152,2.48E-150
HOXC10,3.496410786,4.73E-152,3.65E-150
NXPH4,2.966450304,5.84E-152,4.47E-150
ACADM,-1.391835586,9.10E-152,6.94E-150
GNA14,-2.111556852,1.04E-150,7.88E-149
COL3A1,2.870279903,2.20E-150,1.66E-148
CAST,-1.374751819,2.00E-149,1.50E-147
ABLIM3,-2.32047184,2.07E-149,1.54E-147
BCAT1,2.666442239,2.10E-149,1.56E-147
FST,2.682554301,5.34E-149,3.93E-147
IL34,-2.574772726,1.43E-148,1.04E-146
ANXA11,-1.350514354,2.05E-148,1.49E-146
SORT1,-1.729619093,5.68E-148,4.11E-146
SLC6A1,-2.851988647,1.35E-147,9.69E-146
HOXC8,2.978608477,3.56E-147,2.55E-145
IL1RN,-2.805840523,3.80E-147,2.70E-145
CDK1,1.926608593,4.17E-146,2.95E-144
RAD54L,2.041106061,4.94E-146,3.48E-144
MALL,-2.57565812,9.19E-146,6.43E-144
DLX6,3.742641634,1.80E-145,1.25E-143
LRRC8D,1.56482764,2.71E-145,1.87E-143
MTBP,1.920091059,3.24E-145,2.23E-143
FBXO34,-1.354987856,1.53E-144,1.05E-142
SFI1,-2.285033724,2.85E-144,1.94E-142
OR10G3,-2.956495496,5.38E-144,3.65E-142
PAIP2B,-1.792219231,2.26E-143,1.53E-141
ZNF707,1.273596061,3.17E-143,2.13E-141
TACC3,1.424828303,4.50E-143,3.00E-141
BMP8A,2.497309234,1.49E-142,9.86E-141
FAM3D,-3.836092438,1.62E-142,1.06E-140
FCER1A,-3.129878653,7.51E-142,4.91E-140
DCBLD1,1.978211364,9.50E-142,6.18E-140
PDK4,-3.12929525,9.87E-142,6.39E-140
ACADVL,-1.056993205,1.70E-141,1.10E-139
VPS4B,-1.482845566,4.56E-141,2.92E-139
EPB41L3,-2.13280189,1.35E-140,8.63E-139
ZNF281,1.314393677,7.68E-140,4.88E-138
OR4S1,-2.999967378,1.22E-139,7.71E-138
P3H1,1.704183251,1.64E-139,1.03E-137
FBXO3,-1.30255539,3.66E-139,2.29E-137
CERCAM,1.859925712,2.89E-138,1.80E-136
MTHFD1L,1.678499591,5.14E-138,3.19E-136
CCNB2,1.850428492,1.46E-137,8.99E-136
EXPH5,-2.084347085,2.54E-137,1.56E-135
ADH1A,-3.612979753,4.14E-137,2.53E-135
CAPN14,-3.758167391,9.15E-137,5.56E-135
AGRN,1.576699771,1.50E-136,9.08E-135
C1orf87,-3.5960442,1.51E-136,9.10E-135
NDRG2,-1.752599093,1.73E-136,1.04E-134
FZD2,1.858232738,2.35E-136,1.40E-134
GPR158,4.032899909,2.64E-136,1.57E-134
LHX5,3.674784638,1.00E-135,5.92E-134
CA13,-2.205629904,9.11E-135,5.36E-133
UPK1A,-3.78497428,1.74E-134,1.02E-132
PCSK9,2.988094666,1.78E-134,1.04E-132
FXYD1,-2.693648409,1.82E-134,1.05E-132
IFI16,1.151718617,1.97E-134,1.14E-132
TP53I3,-2.119890114,1.99E-134,1.14E-132
MELTF,2.778650014,2.27E-134,1.30E-132
P3H4,2.155892589,3.39E-134,1.93E-132
ZIC5,3.891871645,3.55E-134,2.01E-132
SMAGP,-1.980249998,8.88E-134,5.02E-132
HTR3B,-2.8067619,1.13E-133,6.38E-132
ZNF365,-2.836887478,1.30E-133,7.29E-132
ATP2C1,1.141815904,1.47E-133,8.21E-132
ILF2,1.023366994,1.68E-133,9.33E-132
IGFBP3,2.595992131,1.86E-133,1.03E-131
KANK1,-1.712534206,2.62E-133,1.44E-131
MEST,2.26518487,2.65E-133,1.45E-131
TGM3,-3.640539653,3.80E-133,2.07E-131
NAGK,-1.429505133,8.25E-133,4.49E-131
TSPAN8,-4.33904223,8.70E-133,4.71E-131
LAMB3,2.251474303,1.47E-132,7.90E-131
MUC22,-3.712820409,1.84E-132,9.89E-131
FMNL2,1.551219595,2.49E-132,1.33E-130
PRR11,1.639775628,5.54E-132,2.94E-130
ARSF,-3.519611332,1.58E-131,8.29E-130
CCL14,-3.093955687,2.13E-131,1.12E-129
DEPDC1B,1.79168204,2.30E-131,1.20E-129
FADS1,2.176951387,2.88E-131,1.50E-129
CPNE6,-2.441361122,1.95E-130,1.00E-128
KLF3,-1.214397749,5.06E-130,2.60E-128
BIRC5,2.399586082,3.82E-129,1.95E-127
TGFBI,2.242636824,3.81E-129,1.95E-127
FLG,-3.138932761,4.18E-129,2.12E-127
SHISA2,4.285299914,5.35E-129,2.70E-127
C1orf116,-2.546715259,6.24E-129,3.14E-127
RCAN2,-2.655374565,7.77E-129,3.89E-127
CCNF,1.701658018,8.04E-129,4.01E-127
BRIX1,1.168669999,1.81E-128,8.99E-127
CITED1,-2.622296693,2.33E-128,1.15E-126
HEY1,2.582605677,2.38E-128,1.17E-126
GRIN2D,3.37212881,2.56E-128,1.26E-126
BNIPL,-2.864975988,4.11E-128,2.01E-126
LMNB2,1.386617503,5.04E-128,2.46E-126
FAM89A,1.904463163,1.27E-127,6.18E-126
MMP10,4.379748714,1.41E-127,6.84E-126
SPC25,1.649198324,2.28E-127,1.10E-125
CTTNBP2,-2.844128254,2.57E-127,1.23E-125
TRMT112,1.038683464,3.37E-127,1.61E-125
DLL3,3.030146273,3.56E-127,1.70E-125
C15orf62,-2.191705635,6.96E-127,3.30E-125
CDK4,1.189728884,9.90E-127,4.67E-125
HSPB8,-2.179589164,1.05E-126,4.94E-125
RRAGD,-2.09503418,1.07E-126,5.02E-125
C15orf48,-2.647991072,1.43E-126,6.65E-125
RYR1,-2.100199051,1.70E-126,7.91E-125
TK1,1.616480562,2.65E-126,1.23E-124
DDX11,1.449229448,2.73E-126,1.26E-124
CRISP3,-4.729560352,4.24E-126,1.95E-124
DOCK9,-1.354377157,4.57E-126,2.09E-124
PRC1,1.500618399,6.80E-126,3.10E-124
SGO2,1.676921191,6.88E-126,3.13E-124
S100A14,-2.350235993,8.00E-126,3.63E-124
PTHLH,2.909679757,2.06E-125,9.29E-124
STAT1,1.705111112,2.79E-125,1.25E-123
LCN1,-4.913747098,3.41E-125,1.52E-123
LYNX1,-2.871110175,4.67E-125,2.08E-123
SLC35C1,-1.438331989,7.59E-125,3.37E-123
GPR19,2.638541274,8.70E-125,3.85E-123
CCDC150,1.818858473,2.02E-124,8.90E-123
MMP13,4.312712762,3.51E-124,1.54E-122
SCNN1B,-3.072763562,3.63E-124,1.59E-122
PRKDC,1.142025233,4.57E-124,1.99E-122
NUF2,1.659240831,7.81E-124,3.40E-122
SKA1,1.752999202,1.18E-123,5.14E-122
RAB11A,-1.375457925,1.31E-123,5.68E-122
MMS22L,1.482601536,3.48E-123,1.50E-121
PMM1,-1.579081048,3.87E-123,1.66E-121
GMNN,1.307959555,4.49E-123,1.92E-121
CLSPN,2.047649711,1.05E-122,4.46E-121
CENPN,1.816504792,2.33E-122,9.86E-121
ALOX12,-3.345631313,1.28E-121,5.41E-120
PDIA4,1.095308215,5.45E-121,2.29E-119
TBC1D31,1.091762325,5.72E-121,2.40E-119
DARS2,1.175930961,8.09E-121,3.38E-119
APMAP,1.420230343,8.26E-121,3.44E-119
TCP11L2,-2.233485985,1.49E-120,6.21E-119
HSPD1,1.068482389,1.65E-120,6.84E-119
EXT1,1.368168731,1.71E-120,7.05E-119
PAQR4,1.689932481,1.87E-120,7.71E-119
USP53,-1.261918877,3.23E-120,1.32E-118
KLB,-2.511699122,4.68E-120,1.91E-118
CSF2,3.966536485,4.94E-120,2.01E-118
LNX1,-2.435826004,1.04E-119,4.24E-118
DEGS2,-2.517093831,1.93E-119,7.80E-118
PDLIM2,-1.754874795,2.54E-119,1.02E-117
VSIG10L,-2.970280977,2.91E-119,1.17E-117
BRCA1,1.312637542,2.95E-119,1.18E-117
PMEPA1,2.033068069,3.98E-119,1.59E-117
STRA6,2.867749636,5.07E-119,2.01E-117
CNGB3,2.122630306,7.92E-119,3.14E-117
MSH6,1.073543032,8.15E-119,3.22E-117
AGFG2,-1.867022806,8.31E-119,3.27E-117
ACLY,1.036121539,1.23E-118,4.81E-117
IFI30,1.57788932,3.20E-118,1.25E-116
PITX1,-2.052379848,5.14E-118,2.00E-116
MCM4,1.470620643,5.46E-118,2.12E-116
SUCLG2,-1.033558742,5.69E-118,2.20E-116
TCAIM,-1.120452426,1.03E-117,3.99E-116
EPB41L4A,-2.050273881,2.40E-117,9.23E-116
EPHX2,-1.899477955,3.04E-117,1.17E-115
ASPM,1.675278256,3.47E-117,1.32E-115
NOSTRIN,-1.683955663,4.89E-117,1.86E-115
RAB15,1.755801713,5.12E-117,1.95E-115
HPRT1,1.084550547,1.40E-116,5.30E-115
FNDC1,2.863394376,2.92E-116,1.10E-114
KCNA5,-2.466750551,3.07E-116,1.15E-114
CCDC6,-1.369727133,3.79E-116,1.42E-114
CXCR2,-2.377968408,4.24E-116,1.58E-114
CLEC3B,-2.677421081,5.18E-116,1.93E-114
KAZN,-1.541697189,7.10E-116,2.64E-114
FANCB,1.608175266,1.96E-115,7.26E-114
IL12A,-2.958432416,2.52E-115,9.29E-114
LAPTM4B,1.884601274,3.33E-115,1.22E-113
LRRK2,-2.18500367,3.43E-115,1.26E-113
PRIM2,1.37486161,8.28E-115,3.03E-113
MAPT,-1.896191403,1.26E-114,4.60E-113
CENPE,1.625521802,1.59E-114,5.77E-113
SAMD5,-2.702616008,2.57E-114,9.32E-113
FNDC3B,1.396201126,3.23E-114,1.17E-112
SPDL1,1.226007287,5.14E-114,1.85E-112
PADI1,-3.613439763,6.62E-114,2.38E-112
OIP5,1.541796642,1.38E-113,4.96E-112
FJX1,1.757431217,3.04E-113,1.09E-111
P4HA1,1.730372717,3.08E-113,1.10E-111
P2RY14,-2.158969928,4.22E-113,1.50E-111
PPDPF,-1.137072098,6.70E-113,2.37E-111
ACOT12,-2.348854285,9.10E-113,3.21E-111
FTL,1.55022482,1.41E-112,4.95E-111
KCNAB1,-1.510521209,1.53E-112,5.36E-111
LDB3,-3.016253168,2.09E-112,7.33E-111
GBP6,-2.380373412,3.32E-112,1.16E-110
EN1,3.201220404,3.84E-112,1.34E-110
KIFC1,1.329433726,4.13E-112,1.43E-110
SERPINE1,2.75918086,4.96E-112,1.72E-110
VCAN,2.511609995,5.18E-112,1.79E-110
RTKN,1.123503509,5.85E-112,2.02E-110
ECHDC2,-1.759529307,7.62E-112,2.61E-110
PTGDS,-2.263786161,9.95E-112,3.39E-110
NOP2,1.18222398,4.06E-111,1.38E-109
KCNIP4,-2.255648052,6.34E-111,2.15E-109
LAMA1,3.332554889,7.23E-111,2.45E-109
GOLPH3L,-1.025807117,7.42E-111,2.50E-109
RORC,-3.040351331,1.12E-110,3.77E-109
ANGPT2,1.594241365,1.26E-110,4.23E-109
ASIC5,-2.950946806,1.77E-110,5.92E-109
RUNX2,1.763986606,1.92E-110,6.39E-109
TMEM100,-2.669790601,5.26E-110,1.75E-108
NREP,1.508382888,9.06E-110,3.00E-108
MAGEA10,5.152749909,2.26E-109,7.45E-108
TENM2,2.473728432,3.60E-109,1.18E-107
E2F7,1.509464797,3.92E-109,1.29E-107
MAD2L2,1.55934231,5.78E-109,1.89E-107
ATP6V0D2,2.70809405,6.36E-109,2.07E-107
KIAA0232,-1.385330346,8.32E-109,2.70E-107
ZBTB17,-1.378943796,9.32E-109,3.02E-107
SAP18,-1.335261154,1.07E-108,3.45E-107
TCF24,2.521533094,1.36E-108,4.40E-107
GSN,-1.342102508,1.67E-108,5.37E-107
MCM6,1.252430053,1.97E-108,6.34E-107
LRP12,2.144911896,2.84E-108,9.08E-107
TOPBP1,1.179354706,5.00E-108,1.60E-106
KIF18A,1.831681261,5.35E-108,1.71E-106
C16orf74,2.075876981,6.40E-108,2.04E-106
TCF3,1.087272667,7.91E-108,2.51E-106
CABYR,2.860580181,8.25E-108,2.61E-106
FADD,2.0035374,9.96E-108,3.14E-106
NBEAL2,-1.651300174,1.01E-107,3.17E-106
ROR1,-2.071764859,1.05E-107,3.30E-106
CGNL1,-2.295335779,1.37E-107,4.30E-106
SOST,4.685010269,1.76E-107,5.48E-106
PGM5,-3.261358789,2.19E-107,6.80E-106
STMN1,1.376336039,2.77E-107,8.59E-106
SCARA5,-3.277339623,4.41E-107,1.37E-105
SCP2,-1.044329474,6.05E-107,1.87E-105
SH3D19,-1.079764785,6.67E-107,2.05E-105
KLHL2,-1.225028173,6.83E-107,2.10E-105
TNFRSF18,2.388395786,7.24E-107,2.22E-105
NEMP1,1.335965753,1.25E-106,3.83E-105
NCCRP1,-2.608734963,1.94E-106,5.92E-105
MEIS1,-1.367900151,3.42E-106,1.04E-104
RAD51,1.318292718,5.87E-106,1.78E-104
DRD4,-1.695482741,7.62E-106,2.31E-104
SFRP5,-3.444279598,9.09E-106,2.75E-104
RNASEH2A,1.530626343,1.37E-105,4.13E-104
TMPRSS11B,-3.546209696,2.31E-105,6.94E-104
SNX10,2.077634161,3.20E-105,9.62E-104
ATP1A2,-3.410633358,3.53E-105,1.06E-103
TFAP2B,-3.699187043,1.82E-104,5.42E-103
YEATS2,1.206649003,3.32E-104,9.88E-103
ESPL1,-1.910783027,4.03E-104,1.20E-102
KNL1,1.687243867,6.63E-104,1.96E-102
CRTAC1,-2.82615002,9.56E-104,2.82E-102
TGFBR3,-2.06553957,1.11E-103,3.28E-102
HEBP2,-1.022497451,1.18E-103,3.48E-102
LAMP5,2.775232416,2.49E-103,7.28E-102
MEX3A,2.455882022,2.73E-103,7.97E-102
FHL1,-2.279765781,4.22E-103,1.23E-101
MASP2,-1.514793716,1.06E-102,3.08E-101
KIAA0930,1.068453038,1.10E-102,3.19E-101
ST3GAL4,-1.847498879,1.16E-102,3.35E-101
CRYL1,-1.346781941,1.17E-102,3.38E-101
FANCA,1.511187761,1.47E-102,4.23E-101
RUNX1,1.507878633,1.77E-102,5.10E-101
NOX4,2.043013288,2.06E-102,5.92E-101
CILP2,2.369724402,7.79E-102,2.21E-100
TMPRSS11E,-3.158271312,8.72E-102,2.47E-100
PLAC1,3.540872243,1.27E-101,3.60E-100
SLC24A2,2.598570986,1.65E-101,4.65E-100
ZWINT,1.367955836,1.73E-101,4.87E-100
GRPEL2,-1.713024773,2.06E-101,5.78E-100
SLC4A4,-2.741022066,2.54E-101,7.14E-100
KCTD6,-1.226459227,4.24E-101,1.19E-99
