"","StromalScore","ImmuneScore","ESTIMATEScore","TumorPurity"
"ec302",1094.40783655633,1795.90260415266,2890.31044070898,0.515460605878324
"ec303",-102.664904270496,386.422518269079,283.757613998583,0.798113011732529
"ec305",466.56413640722,694.3056894884,1160.86982589562,0.714148492152508
"ec306",623.661693472573,231.664064706652,855.325758179225,0.744814783775405
"ec325",158.531578709455,486.402984981282,644.934563690737,0.765063679171839
"ec326",471.79423145585,1454.2884176,1926.08264905585,0.631186927688726
"ec330",764.412664486348,741.734558256414,1506.14722274276,0.677769035668203
"ec331",680.345123213926,772.003764241707,1452.34888745563,0.68355428659325
"ec308",591.281439141289,1054.7299605199,1646.01139966119,0.662531745985046
"ec309",1232.31547828129,1461.95221086509,2694.26768914639,0.539903013319469
"ec311",282.676345840176,334.04125800966,616.717603849836,0.767724319124984
"ec312",362.069030156171,762.938880558063,1125.00791071423,0.717823429178457
"ec315",-49.2993711944588,520.909713878636,471.610342684177,0.781197798415458
"ec316",704.689689475196,1091.95537979619,1796.64506927138,0.645809050043598
"ec317",1226.98365522662,1184.55371380324,2411.53736902986,0.574361063823689
"ec318",897.984949300355,917.80442135604,1815.78937065639,0.643660947590439
"ec319",449.067110643802,464.46944828924,913.536558933041,0.739086050396446
"ec321",1125.90523680487,639.599625438217,1765.50486224308,0.649292260991827
"ec322",889.031760623702,1060.29533828096,1949.32709890466,0.628536794510462
"ec324",94.3505880462782,443.046729290745,537.397317337023,0.775132908076411
"ec333",481.180931363234,516.653371327764,997.834302690997,0.73069446528068
"ec334",583.229864577611,594.165191035017,1177.39505561263,0.712448408325393
"ec337",463.745236742298,748.041181630504,1211.7864183728,0.708896862205918
"ec338",323.93009422413,557.082801039003,881.012895263133,0.742293499634293
"ec340",427.029021105324,891.95989845698,1318.9889195623,0.697710700930404
"ec341",275.187597673684,489.938852965484,765.126450639168,0.753584055391274
"ec342",838.970723960645,590.006458809259,1428.9771827699,0.686054322350198
"ec347",171.031488953962,336.266181315962,507.297670269924,0.77791679402137
"ec353",636.821088991303,773.245191942802,1410.06628093411,0.688071284194018
"ec355",946.009416356956,1026.96390563664,1972.9733219936,0.625833346635747
"ec361",1469.16904771445,1066.85677792408,2536.02582563853,0.559307310315023
"ec362",134.811435081118,61.9722694497591,196.783704530877,0.805739834156067
"ec365",1390.69824255788,1357.74473049029,2748.44297304817,0.533192342250046
"ec366",95.8447265877825,563.954592161064,659.799318748847,0.763656767038227
"ec367",882.265805041197,604.092527902112,1486.35833294331,0.679901984593828
"ec370",1089.23472846255,1001.56487245867,2090.79960092122,0.612250649931593
"ec371",1040.41051119703,705.926494818256,1746.33700601528,0.651429555045406
"ec373",533.403470450849,653.68839528367,1187.09186573452,0.711448866870544
"ec374",577.480134863876,467.729161045986,1045.20929590986,0.725929239780984
"ec375",526.398499420653,199.935141777414,726.333641198067,0.757314997158012
"ec406",489.438375476743,99.2875546331414,588.725930109884,0.770350703091621
"ec407",340.27126748899,923.580727898368,1263.85199538736,0.703485776828705
"ec408",785.819409239874,517.18103704333,1303.0004462832,0.69939006529122
"ec409",290.099588317589,264.496078088606,554.595666406194,0.773535453699677
"ec376",868.597791351945,864.710479051616,1733.30827040356,0.652879369204638
"ec378",451.709603173303,688.862005401352,1140.57160857466,0.716230981897407
"ec380",934.156859312517,1467.68112173918,2401.8379810517,0.575525972260435
"ec381",1036.98299169936,883.805324329533,1920.7883160289,0.631789515881867
"ec382",1248.39684915426,801.898948151152,2050.29579730541,0.616940683259366
"ec385",383.604939108383,478.135545171043,861.740484279426,0.744186146137004
"ec391",1405.22232687646,1102.26795461262,2507.49028148908,0.562774649129584
"ec392",405.685262915033,195.124042186307,600.80930510134,0.769218545046876
"ec393",289.165887499733,111.999163276316,401.165050776049,0.787611354894071
"ec396",577.478475450662,298.56515331859,876.043628769251,0.742782075297626
"ec398",963.124415507977,1405.78943886213,2368.91385437011,0.579471485114417
"ec400",328.692833602761,709.922998451094,1038.61583205386,0.72659455316795
"ec402",1037.25132410415,715.194690638745,1752.44601474289,0.650748934761004
"ec403",970.269986068442,576.697702834269,1546.96768890271,0.673351149220228
"ec404",-63.0035354376271,178.10471736191,115.101181924283,0.812783088263557
"ec405",685.40092208828,404.105064635101,1089.50598672338,0.721441883602577
"ec224",364.910012867311,168.575489168296,533.485502035607,0.775495564555412
"ec225",598.360324471819,686.828597628244,1285.18892210006,0.701256378926616
"ec226",999.014558811498,621.737390986881,1620.75194979838,0.665304448800953
"ec227",748.256794104807,1657.74589188147,2406.00268598628,0.575025928853759
"ec251",485.057975145949,943.889106739637,1428.94708188559,0.686057536995955
"ec253",313.520630864357,843.202561362499,1156.72319222686,0.714574430731309
"ec256",22.7184770618526,804.813675994629,827.532153056482,0.747530896830131
"ec258",395.76994468764,831.895930767036,1227.66587545468,0.707250911628405
"ec259",588.383471578135,548.806517470034,1137.18998904817,0.716577300786613
"ec260",1332.44278430631,1294.98442888936,2627.42721319567,0.548135422569192
"ec261",285.794144101306,372.120071835991,657.914215937296,0.763835388777828
"ec262",563.853943592208,1053.76639694834,1617.62034054055,0.665647565707841
"ec264",697.067713190963,955.679488061111,1652.74720125207,0.661790824389781
"ec265",783.720387330995,1072.05624497072,1855.77663230172,0.639157766633245
"ec266",633.529237903766,551.383281307079,1184.91251921084,0.71167363826645
"ec269",652.642568452144,955.281112678271,1607.92368113042,0.666709094449191
"ec273",-19.8641419936779,632.441626650672,612.577484656994,0.768113593267276
"ec274",474.570184005675,718.554970232513,1193.12515423819,0.710826231513851
"ec275",274.582138824027,551.043186275203,825.62532509923,0.747716784842765
"ec277",753.748905479332,1078.39133859542,1832.14024407475,0.641822258838907
"ec279",525.522416684224,1078.55995259232,1604.08236927655,0.667129243487435
"ec280",975.526476518604,1206.24577261954,2181.77224913814,0.601638066006877
"ec281",-396.454219421511,-58.0697532942441,-454.523972715755,0.858597695935482
"ec284",530.256252193922,545.418467178703,1075.67471937263,0.722846306666749
"ec285",968.894184234541,939.094931035972,1907.98911527051,0.63324471300184
"ec287",-151.523645579754,-317.208211304871,-468.731856884625,0.859664986392709
"ec288",382.042452061927,1253.89808996889,1635.94054203082,0.663638307198633
"ec29",-101.665263932807,212.893729814184,111.228465881378,0.813114128337096
"ec30",219.30428124512,749.527981882866,968.832263127986,0.733594220002451
"ec68",352.940477475852,240.689176944199,593.62965442005,0.769891538109038
"ec80",30.7376449231248,16.2176515592967,46.9552964824215,0.818569754573108
"ec81",40.6123821170455,144.987473691617,185.599855808663,0.806711052896321
"ec108",-422.147986000632,-304.898433884943,-727.046419885575,0.878412938258529
"ec119",845.29347389142,1199.75395227299,2045.04742616441,0.617546812355539
"ec120",-300.802250202081,585.488544123655,284.686293921575,0.798030870794455
"ec122",-412.042397923747,561.039514375525,148.997116451778,0.809874462882932
"ec131",309.712646531793,820.646041302148,1130.35868783394,0.717276370263659
"ec132",1089.47540188253,1700.28230278991,2789.75770467244,0.528052018088457
"ec134",375.599879923156,324.04701782001,699.646897743167,0.759867374718582
"ec135",-395.068378138636,235.960653039827,-159.107725098809,0.835567142967883
"ec142",-117.066524687186,-199.861548132286,-316.928072819472,0.848069039791175
"ec148",702.110728522521,249.073245726312,951.183974248833,0.735352272090306
"ec136",285.352867428401,603.666081466593,889.018948894994,0.741505518030036
"ec146",80.1455587784276,239.059592766953,319.20515154538,0.794967200695132
"ec205",1010.69696695278,1311.24904801746,2321.94601497024,0.585076499580331
"ec206",574.520446478736,969.168279823098,1543.68872630183,0.673706917393158
"ec207",644.440732058745,788.226466716913,1432.66719877566,0.685660142975241
"ec208",773.666353051356,615.793863475975,1389.46021652733,0.690263008608844
"ec210",316.093907243625,890.002894184112,1206.09680142774,0.709485670297126
"ec211",232.221838828015,273.933427560405,506.155266388419,0.778022155024645
"ec212",1291.80829781375,1523.74712854818,2815.55542636193,0.524832438227216
"ec214",1125.04405937506,1627.03564593933,2752.07970531439,0.532740649203137
"ec215",363.511036369635,684.57795037618,1048.08898674581,0.725638451229055
"ec216",601.378878814831,821.683609794917,1423.06248860975,0.686685729067356
"ec218",898.587670490405,1087.98288075759,1986.57055124799,0.624275373207135
"ec219",1271.18180176945,1747.22389774157,3018.40569951102,0.499257984673531
"ec220",340.260269907192,583.954481564754,924.214751471946,0.73802930155919
"ec221",-175.472903758402,552.080631097666,376.607727339264,0.789827368001997
"ec222",654.832901835713,688.727932859584,1343.5608346953,0.695122278380387
"ec223",1152.15030939509,1253.33409739591,2405.484406791,0.575088168765962
"ec236",692.139964613129,1607.47511990779,2299.61508452092,0.587731674180179
"ec239",420.228587505175,646.641664667373,1066.87025217255,0.723738758178939
"ec241",661.62434419769,1273.68466311675,1935.30900731444,0.630135895077182
"ec243",208.845323747561,781.655628474709,990.50095222227,0.731428939716269
"ec245",999.554534085263,1347.78583296945,2347.34036705471,0.582049442774863
"ec246",755.675781720165,1520.06447840433,2275.7402601245,0.590563433876364
"ec247",74.2289418006084,915.500884711601,989.729826512209,0.731506122865917
"ec249",-7.19491273113489,686.135693798628,678.940781067494,0.761839720822316
"ec228",1188.90626155403,1710.57679864801,2899.48306020204,0.514306361701553
"ec229",811.52762674854,750.468847023602,1561.99647377214,0.67171852800392
"ec231",571.174445099767,650.476157644655,1221.65060274442,0.707874864227944
"ec234",298.940206467754,735.821528246493,1034.76173471425,0.726983135653378
"ec102",669.872302508841,632.419568104779,1302.29187061362,0.699464402127303
"ec112",-223.604002342365,-39.7332050690521,-263.337207411417,0.843874487338667
"ec117",504.884191086283,515.794866285836,1020.67905737212,0.728401017157382
"ec129",-509.487931686112,-7.90508765759161,-517.393019343704,0.863292031137958
"ec201",472.324062441706,397.761222973245,870.085285414951,0.74336737542058
"ec217",391.242927674906,331.445041821197,722.687969496103,0.757664363265966
"ec268",-264.997738909284,86.1565074261048,-178.841231483179,0.837155020943048
"ec290",604.160726170837,756.949293943021,1361.11002011386,0.693268097392688
"ec297",829.688833543592,1541.00768280335,2370.69651634694,0.579258202845616
"ec9",-190.812692043977,110.742631447359,-80.0700605966173,0.82913715164042
"ec10",-190.848663377985,544.279119372992,353.430455995007,0.791909433794832
"ec11",-434.814209253189,961.2796073776,526.465398124411,0.776145742931495
"ec12",-305.446398341509,92.6521007239499,-212.794297617559,0.839870643670386
"ec13",-270.30311468344,787.148014554935,516.844899871496,0.777035422294883
"ec23",-665.703903112017,-43.8078176701555,-709.511720782172,0.877179961486194
"ec25",869.647999221278,1154.60669054003,2024.25468976131,0.619944538628977
"ec26",452.215432276317,683.402297127859,1135.61772940418,0.716738259135792
"ec27",-499.640132803875,176.066916377885,-323.57321642599,0.848585502707778
"ec28",-296.047582899376,-91.9303446419922,-387.977927541369,0.853549152206779
"ec31",578.224426724016,1365.02922752663,1943.25365425065,0.629229944107681
"ec32",94.4196464670066,501.423868506894,595.8435149739,0.769684110417198
"ec36",-582.469498923237,-202.659697262457,-785.129196185695,0.882455500426637
"ec42",368.246862565772,822.65489029409,1190.90175285986,0.711055751426247
"ec45",-45.2592098600247,-524.134322292463,-569.393532152487,0.867119292132295
"ec46",-673.283619471658,-334.353662166884,-1007.63728163854,0.897346002636634
"ec49",353.583586013792,702.877183996029,1056.46077000982,0.72479234000622
"ec51",286.395699672655,555.666160217444,842.061859890099,0.746112539327912
"ec52",-18.2707592948832,395.431693570303,377.160934275419,0.789777560390745
"ec60",328.969883318686,922.600917024785,1251.57080034347,0.704765855016974
"ec61",-81.6923504012888,-232.469560879051,-314.16191128034,0.847853814852753
"ec71",-96.354794921768,461.26495758816,364.910162666392,0.790879330391317
"ec73",275.305073405497,1104.16129376868,1379.46636717418,0.691323712255747
"ec74",40.3916616219437,-196.325712009427,-155.934050387483,0.835311115006292
"ec76",-391.168685489973,-248.62862526031,-639.797310750283,0.872220495267936
"ec77",-138.042086943062,74.4312196922896,-63.6108672507729,0.827784069321199
"ec79",-203.558181767141,-100.750637453426,-304.308819220567,0.847086046205483
"ec87",304.37710032395,821.57948922959,1125.95658955354,0.717726469344929
"ec91",1.96918422651005,61.1850863882401,63.1542706147502,0.817201604117693
"ec92",367.629166999985,971.551801843122,1339.18096884311,0.695584319752378
"ec94",1017.38554383275,1448.74442143846,2466.12996527121,0.567782775439759
"ec4",184.433767042349,651.376503957013,835.810270999362,0.746723221825265
"ec6",35.2315364072885,1029.46096609188,1064.69250249917,0.723959316060743
"ec7",295.543784572301,601.526429167818,897.070213740118,0.740712053821334
"ec96",275.690964110896,446.441290509758,722.132254620655,0.757717598578754
"ec97",313.111547244748,850.531443577982,1163.64299082273,0.713863487427813
"ec101",-135.074200746346,-56.0172286499616,-191.091429396308,0.838137213527507
"ec106",-221.722390464896,412.742529920788,191.020139455893,0.806240620357773
