"","B.cells.naive","B.cells.memory","Plasma.cells","T.cells.CD8","T.cells.CD4.naive","T.cells.CD4.memory.resting","T.cells.CD4.memory.activated","T.cells.follicular.helper","T.cells.regulatory..Tregs.","T.cells.gamma.delta","NK.cells.resting","NK.cells.activated","Monocytes","Macrophages.M0","Macrophages.M1","Macrophages.M2","Dendritic.cells.resting","Dendritic.cells.activated","Mast.cells.resting","Mast.cells.activated","Eosinophils","Neutrophils","group"
"ec302",0.0192066650659092,0,0.124419780503279,0.24134766708838,0,0.0684519742319206,0.0879859890485391,0.0819441121889654,0.0511799113990871,0,0,0.0270203003475822,0.0220233711293916,0.00529420310101463,0.134545598081547,0.0243533118262306,0.0465047275464892,0,0,0.000513044177940455,0.0629995717206661,0.00220977254305742,"Low"
"ec303",0.0477300899026646,0,0.294359815404086,0.157219410742014,0,0,0.0861671501328812,0.035702135817744,0.0597280565146729,0,0,0,0.108871767202142,0.0649347832349648,0.0358261230677392,0,0.0654212864556133,0.0300749529756879,0.0113683430211006,0,0.00259608552868927,0,"High"
"ec305",0.0516497615918829,0,0.024418135187965,0.269266443114,0,0,0.0405945369613841,0.00439010763276768,0.135981765551147,0,0,0.0526341558963407,0.0407081822450404,0.0556660501509164,0.174623658333747,0.000131587389020955,0.0349664815056307,0.0211045662526726,0,0.0866408796344845,0.00722368855300086,0,"High"
"ec306",0,0,0.044946340859969,0,0,0.234203742639406,0,0.0719696990152567,0.101409980433291,0,0.0456022361889009,0.0165776873267222,0.0131902711122312,0,0.0214689092958995,0.0653575091946889,0.022821449828933,0.00586447370009218,0,0.282237987945279,0.0569471870645844,0.0174025253947454,"Low"
"ec325",0.000259306604971217,0,0.498040114040506,0.0924807579424173,0,0.00991361574540153,0.0465518852951128,0.105605648011911,0.00202213768338239,0.00600427729573777,0,0,0.099432803640103,0.0486389910779896,0.0341269224236407,0,0,0.0196997266829753,0,0.0289153931929867,0.00422953836722183,0.0040788819956434,"High"
"ec326",0.0295776447677839,0,0.226048886056194,0.237978840994077,0,0,0.0220413969718105,0.0144851667707416,0.0649924230393823,0.0584170044380601,0,0.0652106053737072,0.0316004136691595,0.0402269819807342,0.0700167046510875,0.0288215169967888,0.00491271723092641,0.0140614259045806,0.078159021027581,0,0.0134492501273854,0,"Low"
"ec330",0.0332293936644765,0,0.305690623226611,0.191147709303786,0,0.0270359842206876,0.0667661809761909,0.113220581962067,0.027068156753522,0,0,0.00667821730313821,0.024465180348938,0.0478460430506656,0.0983391746561565,0.00442715712601589,0.0212571609706346,0,0.00563380812315721,0.0126336120371306,0.00194591445338272,0.0126151018234398,"High"
"ec331",0.0343553830512511,0,0.0949033377098859,0.172997157005978,0,0.137923756851571,0.0632725970716212,0.0681357403031584,0.0336384931004479,0,0,0.0212286039439656,0.0320400582672084,0.00239067130904768,0.194643945440334,0.0222092306395492,0.0381143701711039,0,0,0.0090102098171469,0.053159976705576,0.0219764686121546,"High"
"ec308",0.0340083412499962,0,0.112941213549393,0.217254019212439,0,0.0353403411586599,0.109946047148147,0.0559825782596653,0.096293894087755,0,0,0.0200363089019048,0.0886478028183201,0.0558954657584529,0.0818460623598902,0.0133767012991515,0.0343418835984404,0.00339497643328027,0.0403293584156914,0,0.000365005748812244,0,"High"
"ec309",0,0,0.294766031972501,0.00359629155492927,0,0.0287964721777602,0.0255842837787338,0.0812977399129123,0.0251206178477899,0.0397409098070347,0,0.0932550173106005,0.0167564229976211,0.0945168033822759,0.180505569241493,0.0475980858781817,0.0208496893438682,0.0123044159526174,0,0,0.0349365432623602,0.000375105579320752,"High"
"ec311",0.118793353633239,0,0.0231172756541205,0.0553225036663119,0,0.138098086242629,0,0.0585018611885656,0.105867363952609,0,0,0.013399087598917,0.126249283786027,0.0710682437123841,0.0764926057720429,0,0.088657485863401,0,0,0.105473947539831,0,0.0189589013899222,"High"
"ec312",0,0,0.046739945704949,0.0372009052542376,0,0.244875630806615,0.107815298878238,0.0489811654303718,0,0,0.0173400699868612,0.0348897122092486,0.0870345816991831,0.0811344221149603,0.156719564536117,0,0.0513865039181309,0,0,0.0858821994610871,0,0,"High"
"ec315",0,0,0.309748571560743,0.182790005660464,0,0.0123756270108588,0.0817277956431814,0.104464464319999,0.0404182461577314,0,0,0,0.0581194376289112,0.0121329451664362,0.0735513537868018,0,0,0.0436263816712031,0,0.0652874614210334,0.000987862666478545,0.0147698473061572,"High"
"ec316",0.0258733234352195,0,0.240923669639685,0.179535714249446,0,0.0238769449913743,0.0579709555517062,0.0286226156368131,0.0972730144224862,0,0,0.0359521988920084,0.0535900089797841,0,0.0991130389326451,0,0.00801207450223433,0.0263461587958603,0,0.110284706261892,0.012625575708845,0,"Low"
"ec317",0.012469569659936,0,0.160837779232386,0.0864542682133147,0,0.167618884078336,0.10102858233582,0.0100684599724168,0.0120590340275133,0,0,0,0.129368395845182,0.0636889998939837,0.0894809479420452,0.0117708403032872,0.0186435201993089,0.016449685782724,0,0.0742499756890036,0.0165214160569329,0.0292896407678095,"High"
"ec318",0.0097887964154247,0,0.291469487991829,0.137336250305376,0,0.195776010911563,0.0184679623322752,0.0413389963837742,0.0355533700281397,0,0,0.00510426581388333,0.0841824492496837,0.0206395539470396,0.103312377946787,0.000640199260222753,0.0269424607078746,0.0165172633054144,0.00978032797918603,0,0,0.00315022742152696,"Low"
"ec319",0,0,0.00391411817627293,0.00604883163432172,0,0.18556693484064,0.00029879989394015,0.0508727370899568,0.0562042151431698,0,0,0,0.240072930160004,0.0713627164412828,0.0518280714170493,0,0.0460921351349764,0.0516088330856349,0,0.210479957258145,0,0.0256497197246058,"High"
"ec321",0.00195647550477763,0,0.0468709361037485,0.0550434184161307,0,0.238335925487293,0.16600406009878,0,0,0,0.0154201791802119,0.00354115163384864,0.152606374349941,0.14153006919486,0.0225364059482633,0,0.0926393053786179,0.00638435515936496,0,0.0571313435441628,0,0,"High"
"ec322",0.0503242824943252,0,0.122424808460405,0.0256647584577806,0,0.116085664484762,0.0283662333965753,0,0.161948726469112,0,0.00678709018392947,0.0454260170094653,0,0.0806516575075993,0.082283459979799,0.0863446392149492,0.0199910664245723,0,0.139287296014023,0,0.0240130785253941,0.0104012213773073,"High"
"ec324",0.0477749905694961,0,0.0838748533142704,0.0666500689410241,0,0.0761998588330092,0,0.0838022962383796,0.0368640329863861,0,0,0.0587032492163196,0.12298276688121,0.0466335156323869,0.149965629073425,0,0.0155222337225174,0,0,0.143193923325897,0.0551445225735159,0.0126880586921634,"High"
"ec333",0.0661639717766037,0,0.278000609690268,0.199020992853712,0,0.0477740891529195,0,0.0724770412733504,0.076952171250787,0,0,0.0141872939547725,0.0474602123852334,0.0306491279890518,0.0312864599961151,0.00363589857873073,0.0188609587627303,0.0640903325411693,0.0494408397945563,0,0,0,"High"
"ec334",0.00674194049469818,0,0.222641217341669,0.10288898148866,0,0.126840920902821,0.202370831357231,0.0261808587734352,0,0,0,0.00594479713847053,0.115808350133875,0.0532562057533259,0.034944743356787,0,0.0714689635554713,0.00111162762146707,0,0.02908664186896,0.000713920213128142,0,"High"
"ec337",0.11201415291119,0,0.0892434301019531,0.137529816743423,0,0.014322121013449,0,0.232766903393129,0.0421007108304103,0.00975185248560506,0,0.0884455354893596,0,0,0.169991526830764,0,0.0535537691233022,0,0,0.0434115201024034,0,0.00686866097501119,"Low"
"ec338",0.056652569342048,0,0.078126262564716,0.17913720200304,0,0.0817218323293915,0.0963548732043665,0.00893153314456348,0.0676561119627895,0,0.0186690838674492,0,0.0095342171662165,0.0251920667916369,0.0640481971105212,0,0.128992291331283,0,0.0363962061407568,0.0228589949699143,0.0929419816074678,0.0327865764638385,"High"
"ec340",0.01785167113737,0,0.345311454458615,0.0567564296964525,0,0.0990472086740847,0.0303486305251002,0.107061135079767,0,0,0,0.0293184921997548,0.0759067257120915,0.0168158284491065,0.101314377850311,0,0.00582321249718773,0.0190737359383971,0,0.0508823361898535,0,0.0444887615919082,"High"
"ec341",0.0313121814303971,0,0.0550947009136176,0.0607724558600371,0,0.303265697790094,0.0403351249049697,0.00935040942795587,0.0571082746076519,0,0,0.0346134396277689,0.100679327885073,0.0856938398472289,0.0887198086066346,0.0140817877848668,0.0792159599569864,0,0.0317982519236607,0,0,0.00795873943305719,"High"
"ec342",0.156863251841165,0,0.102489919860654,0.161632178176756,0,0.048315746022489,0,0.0583620240638735,0.0643705806595435,0,0,0.0801457724345618,0.0814222212439658,0.0136391656352961,0.0488665496988391,0.0306877495958943,0.0491139827467223,0,0.0115720349202512,0.0577793213734579,0.0347395017265311,0,"High"
"ec347",0.113153265966299,0,0.0516197280127032,0.104586260583861,0,0.0559651168096032,0,0.040474229083178,0.0939178998895246,0,0,0.0442010951274254,0.187494701456957,0,0.0545434533131828,0,0.0140386677875119,0.0377005430955938,0,0.185721184953925,0.0165838539202351,0,"High"
"ec353",0.065525730733168,0,0.0921468287073056,0.107546559325502,0,0.188529999205673,0.123922429325124,0.0412178171270108,0,0,0,0.0333048259976349,0.0429057909144426,0.0196587491469087,0.200287689741737,0,0.0122903702054146,0.00085093629744348,0,0.0472386819335011,0,0.0245735913391353,"High"
"ec355",0.0530169883627586,0,0.0641189617994045,0.316932576718447,0,0.0315349621756756,0.0732119601543607,0.105169916715457,0.0532530790826071,0,0,0,0.0612248366767531,0,0.0724443403265057,0.0212441624682588,0.0160430071207972,0.068564589125834,0.0153772760857143,0.0478633431874263,0,0,"High"
"ec361",0.0229421831344494,0,0.0527192039573863,0.0374711082664311,0,0.137118691127135,0.0960431764764787,0.0113846708863411,0.046004144787029,0,0,0.00591797290095286,0.0969839611453796,0.0468984473520961,0.0651851201987051,0,0.176512421591272,0,0.0465815062661639,0,0.15823739191018,0,"Low"
"ec362",0,0,0.0373356162154565,0,0,0.282649627609823,0,0.125998925187186,0.0467290679387367,0,0,0.0992238954705926,0,0.0909621015660732,0.0375985673598151,0.0674766831810732,0.0218493101965707,0,0.16813308397554,0,0.0220431212991332,0,"Low"
"ec365",0.0870985851450797,0,0.0727399459061377,0.195461654289486,0,0.0287665210909518,0.0113695378325618,0.0953588734686212,0.0534880393344751,0.0508220947939252,0,0.033415494013803,0.0350576047978329,0.0178275768371161,0.129816950199739,0.0523075733739455,0.0261677097825205,0,0.102063577161276,0,0.00823826197252901,0,"Low"
"ec366",0.0643912095809271,0,0.0434035784856596,0.227802062170513,0,0,0,0.157706686880273,0.0887454778052294,0,0,0.106025039898331,0,0.0293147792400009,0.130025018318208,0,0.122708344829637,0,0.022878546295557,0,0,0.00699925649566388,"Low"
"ec367",0.0393848253896915,0,0.0188521223557754,0.0943499544640054,0,0.0841618046357641,0,0.0481872961994415,0.0850917315082062,0,0,0.0712712881354984,0.00606635847130726,0.0694220695585678,0.111322000480618,0.0674043348272357,0.0462812978961663,0,0.218402816855975,0,0.0398020992217477,0,"High"
"ec370",0,0,0.0945853054080251,0.156095945963329,0,0.017657684058667,0.0844735374957328,0.0881583812899131,0.0307287017222958,0,0,0.0212886078694663,0.0922440101336004,0.217167746462034,0.0489084270014709,0,0.0662389664505163,0.0172971567281931,0.0618566611507079,0,0,0.00329886826604819,"High"
"ec371",0.0128028319882577,0,0.00830897687849482,0.0194600511431822,0,0.175959679911274,0,0.0432010288712882,0,0,0,0.0269969037197296,0.208015790521478,0.0332108371192063,0.011060722151708,0,0,0,0,0.391030002581519,0,0.0699531751138621,"High"
"ec373",0.0297668577430874,0,0.101696417893734,0,0,0.199037726708661,0,0.0599886182470987,0.0218376877079319,0,0,0.105738011708087,0.130915925922135,0.0569209745100378,0.175760851544758,0,0.002938331300971,0.0423235431651174,0,0.0570666701651847,0.0160083833831955,0,"High"
"ec374",0,0,0.0456183462866847,0.204539915446592,0,0.032498043967557,0,0.0825574606131442,0.119791969229864,0,0,0.161570046406132,0,0.0713100428905554,0.0244189553421395,0.0530196994191979,0.0132052217718788,0,0.191470298626254,0,0,0,"Low"
"ec375",0.04747595186613,0,0.0612101316396872,0.0133858816916738,0,0.154077704939712,0,0.0576968038324158,0.09766453840045,0,0.000948657239425,0.104455838564218,0.00976736790180571,0.0752537855145071,0.0444350863933377,0.0841568078397275,0.0215303032197284,0,0.227941140957182,0,0,0,"Low"
"ec406",0.114416944421114,0,0.0481503023147202,0.178152872171433,0,0.0484353087317827,0.126276775254016,0.0665918346543718,0.0436469802519107,0,0,0.0171304414857075,0.0706421692475068,0.0897511415930023,0.0154955732571676,0,0.0445629257243282,0.00445891368611901,0,0.13228781720682,0,0,"High"
"ec407",0.0037692375692343,0,0.127666398907141,0.222100242981918,0,0.0636484905595548,2.66105394056778e-05,0.0699198846114107,0.077261920607366,0.0448173708543417,0,0,0.113304773368274,0.0119456735567339,0.0567806391885382,0,0,0.124639679256008,0,0.0413448847673753,0,0.0427741932326982,"High"
"ec408",0.0979233689081198,0,0.157684006311224,0.117805538618596,0,0.0111435751690752,0,0.0758275928118267,0.0621296853408172,0,0,0.0683355211339779,0.136049382846985,0.0392672655452873,0.0667786772704394,0,0.0270416714894108,0,0,0.123249437198057,0.0167642773561841,0,"Low"
"ec409",0.0590249071414769,0,0.245486850753447,0.0732017289781834,0,0.122714861526324,0,0.101489849971312,0.0768786069704473,0,0,0.0440350441036635,0,0.0395609817405747,0.0889552145483605,0.0784259619814139,0,0,0.0429116657260027,0.0273143265587936,0,0,"High"
"ec376",0,0,0.182994358207014,0.0955985887351962,0,0.0706915232908445,0.0177978903295429,0.0395900783185322,0.112701827225297,0,0,0.0120200205305449,0.11188630433369,0.0592095885815955,0.0892432033485507,0.0239271892314166,0.00241679224297779,0.0521385049226093,0.129784130702189,0,0,0,"High"
"ec378",0.0826320393362431,0,0.109261091824236,0.0674550516960883,0,0.0469090525365838,0,0.0920692111593003,0.0357429286898047,0,0,0.0779747518100105,0.212704596251654,0.0654446182362474,0.0333386406796953,0,0.00900036527639969,0.0858105822887999,0,0.0581909771348753,0.0188137913804441,0.00465230169961778,"High"
"ec380",0.0308130552884029,0.00274874684351798,0.42430980983393,0.107049957272831,0,0.100502784386817,0,0.0473556240011436,0.0899326152512859,0.000381975410338798,0,0.0224624426010035,0.0334490162785926,0.028250602869282,0.0959410674861329,0,0,0,0.0168023024767213,0,0,0,"High"
"ec381",0.0494079132807563,0,0.0827485661176019,0.131672893094487,0,0.0727629187128065,0.0715787422170434,0.0272862903185415,0.0720348972726216,0,0,0.0610192652837345,0.0326362624764846,0.0357364940445543,0.144185816971844,0.0719915263779573,0.0181793962660182,0,0.110729678557314,0,0.0180293390082349,0,"High"
"ec382",0.0448864714272241,0,0.0288392874102081,0.0569614917797716,0,0.311036468225413,0.0355074995592008,0,0.0118097039834364,0,0.0187246250775232,0,0.222162765505765,0.143626297100777,0.0610593291305654,0,0.024966991256732,0,0.0404190695433835,0,0,0,"High"
"ec385",0.0355088266436603,0,0,0.1194204879414,0,0.121677039282395,0,0.0996188351219945,0.0482606971956695,0,0,0.063172542826795,0.102430527619398,0.117974276417941,0.143808193190392,0,0.0505806920388139,0.00406173270960687,0.0934861490119332,0,0,0,"High"
"ec391",0,0,0.339990716276114,0.094676579850972,0,0.117084247990129,0.0869326169721219,0.0168733479919767,0,0,0,0.0443834808113359,0.0376296575928552,0.0583131457114292,0.0337222575651018,0,0.0715525825060155,0,0.043576297159312,0.00334766163358295,0.0519174079390542,0,"High"
"ec392",0.0468755270505089,0,0.0226264759203254,0.121414178983176,0,0.121366154209124,0.203264130766952,0.0478829112302783,0,0,0,0,0.0197420432790195,0.0454227593895765,0.0316201568226328,0,0.0375844593541955,0,0,0.262816963280775,0.00526882888228644,0.0341154108311488,"High"
"ec393",0.0187042008645024,0,0.069200659945139,0.142027152404837,0,0.0979767029906169,0.0656970129068199,0,0.0379183850303954,0,0.0155860464839676,0,0.0636779266177771,0.0593862737282914,0.03208354178566,0,0.150508220540859,0,0,0.247233876701135,0,0,"High"
"ec396",0.0893780665800336,0,0.161131942915009,0.115988934010375,0,0.0842738463994896,0.0571880187658851,0.0437299272983511,0.0728018442849365,0,0,0.0173406770582953,0.111762026784311,0.0528791665117054,0.0532343897757215,0,0.0603298145643662,0.0262105669923268,0.0411281950341179,0,0.0126225830250759,0,"High"
"ec398",0.0109949895920675,0,0.0537882649969858,0.354868610462906,0,0,0.146123336050021,0.0553485289794574,0.0615821118566628,0,0,0.0568944111094849,0.033421738732721,0,0.137619737110898,0.0385840053662621,0.0363921554401053,0,0.0143821103024281,0,0,0,"High"
"ec400",0.115957664829761,0,0.0738488873996032,0.0713037773116557,0,0.121431773145268,0,0.0149706325967841,0.125709940644826,0,0,0.0275417642929041,0.0727481422295669,0.0251264617733747,0.0600112312688281,0.00532292265785299,0.0088578439067231,0.021040899414004,0,0.22287270184461,0.0136045397312976,0.019650816952941,"Low"
"ec402",0.0436909449158022,0,0.123821151792774,0.194370052505412,0,0.0124950198807477,0.106590918127889,0.0899183365231415,0.0416758499806166,0,0,0.0124150157509655,0.0909879230076304,0.080635858924328,0.0474564442572836,0,0.0477208942569501,0.0224023283407751,0.0686477375220314,0,0.0171715242136533,0,"High"
"ec403",0.0823692741962044,0,0.037041486905069,0.12715630420429,0,0.237331143037994,0.131742085185453,0,0,0,0,0,0.0880838778891492,0.00484812638655884,0.0538074757865191,0,0.0848943254201187,0,0,0.114508123979157,0.0355906562673412,0.00262712074214558,"High"
"ec404",0.165036908709814,0,0.00886062854124592,0.134606637553262,0,0.00892197780630854,0,0.0121638722993395,0.135082184698697,0,0,0.0116621960524759,0.0848339099605676,0.0481990253357485,0,0,0.0077077219068362,0,0,0.358912569494462,0,0.0240123676412423,"High"
"ec405",0.085689715555835,0,0.171369164008835,0.0999457967516846,0,0.107155992270512,0,0.0321983097106141,0.117294710676933,0,0,0.060778012901329,0.0488134080500204,0.0194645818244685,0.0561887458366896,0.0741197800711206,0.0228072832927377,0,0.0778733838235674,0,0.0263011152256523,0,"Low"
"ec224",0.117104986992989,0,0.150246432463335,0.0809663516924536,0,0.164217479954041,0,0.0116194461126026,0.0109000282806123,0,0,0.0540960811171001,0.0172677493465117,0.0705160967797504,0.0333963948082553,0.0212415860463409,0.066768532604895,0,0,0.176560810594807,0,0.0250980232063061,"High"
"ec225",0.00204863701080908,0,0.038410863683466,0.0704101921118519,0,0.219977313908435,0.105966440535376,0,0,0,0,0.0887887616387929,0.0430197338029975,0.0192695629721175,0.0325871568426426,0.083925268567189,0.120169896647914,0.020660414728224,0,0.0977789852184513,0.0562284513971852,0.000758320934547396,"High"
"ec226",0.0129774472232714,0,0.152097931672943,0.00125823605793719,0,0.262852538080045,0.00884660200436754,0,0,0,0,0.104562392545745,0.10852501604802,0.0309586203653726,0.0612979190888599,0,0.116776839816568,0,0,0.139846457096869,0,0,"Low"
"ec227",0.0504004198036706,0,0.268390019271597,0.118321235333195,0,0.0750246343168722,0,0.0566410252472492,0.0221687805669509,0.0122496607948782,0,0.0312941044849013,0.0564286704470848,0,0.10553116406517,0.0235879283270508,0.0559125271471168,0,0,0.0628911176510631,0.0611587125432003,0,"High"
"ec251",0.0579429935373181,0,0.0993587841485688,0.163779048686139,0.0212338253748305,0,0.00578867978951852,0.0450965686150613,0,0,0,0.0684523977425985,0.156259658999553,0.0747947011421713,0.0351059210307903,0.0562244382547846,0.0225224994980128,0.0519671102758257,0,0.129487158780184,0.0119862141246432,0,"Low"
"ec253",0.00636186936334516,0,0.250691805787286,0.159850551892926,0,0.0956466594309166,0.00751687201458764,0.0168263132735247,0.0689062608510045,0,0,0.021200766554028,0.0314618547732903,0.0457634453857414,0.109503267726132,0.0241586692515461,0.0677936644047534,0,0,0.0893615612290979,0.00176044379587235,0.00319599426594747,"Low"
"ec256",0.0519033120885944,0,0.29236013922621,0.101186388783534,0,0.0119660688698463,0.00134440791545287,0.0511902617510669,0.056409907830529,0.0178244427742827,0,0.0847843221983135,0.107900260806302,0.0430267152933984,0.113847836950961,0,0,0.0478318460599552,0,0,0.0184240894515531,0,"Low"
"ec258",0.101523557612371,0,0.290274196849084,0.00850239337344227,0,0.0219433581321931,0.00916678559776084,0.00395226616043205,0.106404986593949,0,0,0.0780804466751638,0.0593638696830852,0.023137077122242,0.104406484296417,0.0227107172469851,0.0446114880187105,0.000628544222157267,0,0.0831904214867816,0.0421034069292247,0,"Low"
"ec259",0.0366249685780539,0,0.0665152748786201,0.00217856289559431,0,0.155352883269301,0,0.11509665171852,0.0579997094848827,0.0134831335335779,0,0.176700625014226,0.0331434990106246,0.133969938799871,0.0489607295665615,0.0645569140778567,0.0207926141371268,0.00901128955389014,0.0656132054812938,0,0,0,"Low"
"ec260",0.094002084767397,0,0.0295139170113361,0.0195510940918531,0,0.175827560132613,0,0,0.0142892383011624,0,0,0.0409044281776629,0.110504049798318,0.0834071633145662,0.122114120229779,0.0802864133501282,0.0904402193272951,0,0.0580613726297744,0,0.0810983388681134,0,"High"
"ec261",0.0776579105642065,0,0.0291290310285053,0.0410172300259165,0,0.136036238751105,0,0,0.0334842080654801,0,0,0.0444495423752704,0.0523429821270796,0.174759473735419,0.0222132662816999,0.0229372748454342,0.0436848832422078,0.006018075268556,0,0.280066710112994,0.00571617422867876,0.0304869993474468,"Low"
"ec262",0,0.0216899567208401,0.220767747857126,0.0372004695338086,0,0.0309683487514004,0.0729905765372348,0.0463448396183625,0,0.0859820294329893,0,0.059277681296851,0.0691174059189622,0.0310000292615142,0.159022009145132,0.0676429005528825,0.0390354914184786,0.0364221526636536,0.015753918827347,0.00678444246341681,0,0,"Low"
"ec264",0.07082402011029,0,0.291022055036039,0.175621822384423,0,0.0105326474097032,0.0457289227234661,0.0326249979049728,0.0646090369791747,0.00346829647254979,0,0.030877385792105,0.0181618540059916,0.00312934235886531,0.122586151219858,0.0294720312588725,0.0748300242543641,0,0,0.0239604686283841,0.00255094346094005,0,"Low"
"ec265",0,0.0265614634806029,0.150868319539332,0.0586407114435762,0,0.101218275771169,0.0163752977292943,0.0123725942384915,0,0,0,0.0617308997973668,0.122986568675529,0.00153321948152334,0.0882990205163041,0.0175462110835909,0.0242194394443774,0.110234106211617,0,0.187485647789436,0.0119748899198378,0.00795333487795125,"Low"
"ec266",0.0166977789761153,0,0.0914115087665885,0.0531345262923711,0,0.254156032918436,0.0639859186123064,0.00514756603107811,0.00288625114925406,0,0,0.0299693142564189,0.114068220690198,0.0149668034336093,0.0389920543624409,0.0581729609739421,0.0847451107365176,0.0530097431784748,0,0.107318026221264,0.0113381834009847,0,"Low"
"ec269",0.0570458188872789,0,0.256087112891635,0.336822904153648,0,0,0.00351856167128069,0.0532050551125504,0.0711690657686741,0.0360879235736901,0,0.017718361648269,0.018429799481829,0.0145683448606159,0.0632291395670767,0.00784961520926147,0.0295830272865009,0,0.0050660870283826,0.00479503273668998,0.0248241501226182,0,"Low"
"ec273",0.0861924437342385,0,0.236881634403292,0.0272770034507979,0,0.0625606406632617,0.000310379047951018,0.0760287314090603,0.0541876963178789,0.0809573116652894,0,0.0660246238108605,0.077865963648311,0,0.0969879383876447,0.00308793925193319,0.0156348603609618,0.0313513275254387,0.0802235218787684,0,0.0044279844443116,0,"High"
"ec274",0.0578618489249638,0,0.10544235131634,0.125071938509115,0,0.118923970868349,0.0345849881266023,0.0371057494026341,0.043408586247427,0,0,0.0231792313851129,0.128287874766265,0.0250506346567569,0.0475239294399743,0,0.0700104757400124,0.0428369585589232,0,0.125438732273798,0.00888952491875591,0.00638320486496905,"High"
"ec275",0.0724815429021884,0,0.0132475604572388,0.127156896080658,0,0.020618638640134,0.00867179866845288,0.0515035358823498,0.0234902048884058,0,0,0.0360613542828789,0.226867959336038,0.00414038375466108,0.217623768533693,0,0.0483389214640817,0,0,0.14979743510922,0,0,"Low"
"ec277",0.0600492197963382,0,0.263302152588622,0.113868044795355,0,0.100718420665924,0.0193120146102826,0.0890686906682786,0.02741425678929,0.0171107481630882,0,0.0370209634366805,0.00872123720563302,0.0226722514549434,0.111570044884523,0.00742430975632885,0.0369578624914176,0.0718011260426788,0.0129886566506164,0,0,0,"Low"
"ec279",0.0498488547547663,0,0.221637154240263,0.212382091023006,0,0,0,0.100767778135524,0.0817485780470075,0,0,0.0660039184892499,0.0749549949532003,0.0299142413882959,0.0307321982599731,0,0.0113468851122617,0.000493468413637396,0,0.0854841369499615,0.0346857002328532,0,"Low"
"ec280",0.0417047768941212,0,0.0906818140932734,0.188741508926897,0,0.0430575029367763,0.00753953024363795,0,0.0978859910911119,0.0152876260800585,0,0.102284691306228,0.0857299645280296,0.0893331449318086,0.120899530482229,0.0379641291008585,0.0431163239497427,0,0,0.0257890162248445,0.00998444921038282,0,"Low"
"ec281",0,0,0.105102546846811,0.0506551550179541,0.0277767254058687,0.222371551535445,0,0,0.0510217386905486,0,0,0.130681032856785,0.070141052255492,0.0518928274492753,0.0630443219627808,0,0.0457253780676037,0,0,0.164588027946731,0,0.0169996419647048,"Low"
"ec284",0.0332913271657866,0,0.30825491927254,0.114356924500984,0,0.213315712453442,0.0095921633062012,0.00886327392215974,0.0266568591605434,0,0,0.0123429782587495,0.0748303363070633,0.011623318649673,0.0665907898881479,0.0489581006370789,0.0209465791325502,0,0,0.0343112556754829,0,0.0160654616695971,"High"
"ec285",0,0.0109668736194468,0.380189750152032,0.0781007767911003,0,0.159015661858693,0,0,0.034472450184856,0,0,0.0672252591588058,0.00517361103665961,0.0394572214024238,0.081674800447506,0.0138798170947407,0.0876101966433793,0.00102244886103255,0,0.0221848180727444,0,0.0190263146765804,"High"
"ec287",0.0524995741581254,0,0.382395212754368,0.132054821438309,0,0.0373256071011966,0,0.0265255432840184,0.00166260570168591,0,0,0.0644598813243818,0.1322633404903,0.0306462867316569,0.00342015413175713,0,0.00488876626561533,0.0742183699663611,0,0.0576398366522237,0,0,"Low"
