"","B.cells.naive","B.cells.memory","Plasma.cells","T.cells.CD8","T.cells.CD4.naive","T.cells.CD4.memory.resting","T.cells.CD4.memory.activated","T.cells.follicular.helper","T.cells.regulatory..Tregs.","T.cells.gamma.delta","NK.cells.resting","NK.cells.activated","Monocytes","Macrophages.M0","Macrophages.M1","Macrophages.M2","Dendritic.cells.resting","Dendritic.cells.activated","Mast.cells.resting","Mast.cells.activated","Eosinophils","Neutrophils","group"
"ec288",0.0164327647913062,0,0.23170165718109,0.217206607888067,0,0.0073558461549098,0,0.0715890285508752,0.0525107810727875,0.0755630170398907,0,0.0336111542562944,0.0428394422409589,0.0323028946524221,0.0482036034590666,0.0433677534855081,0.0206320737733872,0.0565003496978461,0.0501830257555904,0,0,0,"High"
"ec29",0.0560677762651191,0,0.100282287200676,0.134132099990965,0,0.0935331014008686,0,0.0473387008841615,0.0235944723271736,0,0,0.0277344586842205,0.250938923194855,0.0700404984814016,0.029230983160298,0,0.0491612373614703,0.054927234626496,0,0.063018226422295,0,0,"High"
"ec30",0.0731594291170625,0,0.0211013461067258,0.0108166943567873,0,0.111109584623023,0,0.00318614629726324,0.134634428007834,0.0933040692951681,0,0.147492179943414,0,0.0756447999108457,0.0766540436677633,0.129244357997354,0.0143816334519241,0,0.109271287224836,0,0,0,"High"
"ec68",0,0.0425749613040618,0.0339165292295594,0.0371347057895527,0,0.294050759072849,0.0450017833914837,0.0570573981874562,0,0,0,0.0997694496436281,0.0485519619799066,0.124178219150486,0.0164105510089638,0,0.0490266523536866,0.0991123573571996,0,0.0532146715311667,0,0,"Low"
"ec80",0,0,0.0731851512461395,0.166642733539259,0,0,0,0.131002621276531,0.0809390187254118,0,0,0.0485021031783055,0.0892812012576161,0.305001953378576,0.0820628070843051,0,0.0103338579195027,0,0.0130485523943533,0,0,0,"High"
"ec81",0.151738690178119,0,0.0259189958117387,0.121848825185497,0,0.018888628782135,0,0.32668464520833,0,0,0,0.174257416457995,0,0.0857074520200597,0.0208778651044683,0.0198459779971341,0.0184082144370709,0,0,0.01899232441527,0,0.0168309644021821,"Low"
"ec108",0.130040843217549,0,0.223702710602261,0.0667992762119595,0,0.00518722384212511,0,0.209534210727096,0,0,0,0.0761766126086402,0.0688235777754168,0.0847564418161105,0.0444881225115663,0,0.0687029165923086,0.0192811665675592,0,0.00250689752740766,0,0,"Low"
"ec119",0.0686916126147234,0,0.125009260126916,0.153334668387884,0,0.0584099217618966,0,0.0907873366883006,0.123747408085274,0,0,0.122856481884758,0,0.0552505422475828,0.0630550044833231,0.118729384596762,0.00938372020194007,0,0.0107446589206389,0,0,0,"Low"
"ec120",0.0296863980387915,0,0.0295273561240541,0.340835859425724,0,0,0,0.0380775923501209,0.129957987363814,0,0,0.0359967600173787,0.104358224930052,0.0136309438003748,0.0333199986072032,0.0662242960198262,0.0386661707276802,0.0744651848248235,0.0150214310605215,0,0.0502317967096354,0,"Low"
"ec122",0.119497873560839,0,0.00928824038192658,0.0573435057267565,0,0,0,0.0631887483909013,0.189957783357806,0.0752603682928114,0,0.0734214586161716,0.0843176051464217,0.0644343972992546,0.0468528197909575,0.026665391353032,0.0257453263953337,0.164026481687788,0,0,0,0,"High"
"ec131",0.129930179349825,0,0.0709059317275607,0.308503590703695,0,0,0.0104680583304556,0.073202714024841,0.00635234104043274,0,0,0.0627209692426231,0.0244132264075438,0,0.167480037075376,0.03083489909246,0.115188053005187,0,0,0,0,0,"Low"
"ec132",0.00278295867086296,0.00965164381860794,0.234061794886586,0.0744146283609661,0,0.0456376724535697,0,0.116760957667421,0.0103515417717432,0.034668728829348,0,0.111374419602716,0.0671151685909992,0.0899473149377722,0.112205083324466,0.0475006255901957,0.00971887983163173,0.00548106849504493,0.0283275131680695,0,0,0,"Low"
"ec134",0,0.0660008825736879,0.176331556210415,0.113556964173422,0,0.0234033925474595,0,0.12328555945984,0.108310117318767,0,0,0.0722212819388139,0,0.156924043407302,0.0355308120976626,0.061338478919724,0.00145474818796933,0.0187741469536174,0,0.0428680162113184,0,0,"Low"
"ec135",0.0616018801192559,0,0.280500908194153,0.141014247409982,0,0.00455000421428814,0,0.181194804601449,0.0367908042916161,0,0,0.0945393173485769,0.0475999238784589,0.0230044837242584,0.0632042153374515,0,0.0123978556480242,0.0100780675774151,0,0.0435234876550704,0,0,"Low"
"ec142",0.109650017138673,0,0.0792009778900158,0.00558279732849862,0,0.0874811230725439,0,0,0.0809150777822746,0,0,0.061860143756972,0.0680841686775835,0.129379396916588,0.0472805825775052,2.76724707035194e-05,0.226613514213425,0.0291754667623235,0.0747490614128942,0,0,0,"High"
"ec148",0.101926921658293,0,0.0929377566617124,0.178477488836248,0,0.0849673619862077,0,0,0.12641034336266,0,0,0.062215938638033,0,0.146460212930077,0.00968197832435141,0.125327977732528,0.00932949403082435,0,0.0622645258390657,0,0,0,"Low"
"ec136",0.032625992485901,0,0.0157575955833933,0.0699588184353601,0,0.249395237804372,0.0262161020082672,0.00574423996366575,0,0,0,0.071031410592614,0.0410872446622093,0.089569585763107,0.120655040103746,0.0214597164343,0,0.00714084260712877,0,0.249358173555935,0,0,"Low"
"ec146",0,0.013269116613261,0.00254911640729984,0.0963361367094944,0.089731231395971,0.0169163587379532,0,0.0376429930527949,0,0,0,0.0641091894235767,0.240774139623715,0.18060219290396,0.118113646865215,0,0.0664784595014171,0,0.0734774187653421,0,0,0,"High"
"ec205",0.123926823279106,0,0.151022530257778,0.00288223486499008,0,0.227066173083905,0,0.061225150073165,0.00471598054367796,0,0,0.0802832041798082,0,0.0340310393838308,0.132646325864802,0,0.0352283087122748,0,0,0.0507776192088791,0.0748313857366329,0.0213632248111505,"Low"
"ec206",0.0345499690249792,0,0.239147649813861,0.0344225315506621,0,0.186648385275837,0,0.0625383626225655,0.0238927139426575,0,0,0.0648426587464758,0.0944231514334464,0.0112534874290378,0.0518026230954129,0.00977917581478426,0.0388031360783247,0.0498853401903692,0.0172338968926458,0.0380926789324271,0.0336596130092658,0.00902462614724742,"High"
"ec207",0,0,0.0452364601480467,0,0,0.321808008849532,0,0,0,0,0,0.0515955939058881,0.0561112616931716,0,0.108793265989584,0,0.118149137381229,0.0142906087266412,0,0.284015663305907,0,0,"Low"
"ec208",0,0,0.0342438408652915,0.0419237032392319,0,0.253027679568087,0,0.0145386152705298,0.0593705108168759,0,0,0.0851685557943952,0.15450631892493,0.00370091751073003,0.0300044130134378,0.0376035037771882,0.175722983417294,0.0586211950529007,0.0259466173884939,0.0050994747519164,0.0205216706086983,0,"Low"
"ec210",0,0,0.0572409281434593,0.0566808025530769,0,0.256066099100928,0,0.0137432535732654,0.0137647335841741,0,0,0.10481216006784,0.133113777817404,0,0.0526155858565888,0.0275180936904671,0.0083859140975878,0.0739686973287016,0,0.201648474863481,0,0.000441479323027042,"Low"
"ec211",0.0756331658325218,0,0.0510981315828236,0.233201046044094,0,0.0314838076358598,0,0.0112063726216537,0.130939492816794,0,0,0.00488371271960289,0.121860550298123,0.059764073354435,0.0427294413952961,0,0.0125760801140955,0,0,0.212007116709959,0.0126170088747421,0,"Low"
"ec212",0.0466833406040818,0,0.0214075943042502,0.18291970075869,0,0.0898079112547531,0.00471334415559956,0,0.0513154866645156,0.0147069202950203,0,0.128207036440933,0.0925327937868717,0.0567540046270235,0.154450709977759,0.0605200367767294,0.017437118967381,0,0.00898277433358497,0.0293299199274258,0.0402313071253808,0,"Low"
"ec214",0.0366951089118915,0,0.00861997398745294,0.273765125992954,0,0,0,0.00884869950570489,0.111948687340418,0.00760656061783413,0,0.0927487388485655,0.0652156184462647,0.0329932684424559,0.0628747315324802,0.132531807050317,0.0391999792756866,0,0.123289619464012,0,0.00366208058396194,0,"Low"
"ec215",0,0,0.070053435222102,0.135026354709987,0,0.146166238764405,0,0.0117354669625261,0.0774199693360882,0,0,0.108457913890149,0.101006197738965,0.0863999360007467,0.0743505391293669,0.017144838294248,0.0976460186962192,0.0180388827212351,0,0.0157985538592679,0.0407556546746934,0,"Low"
"ec216",0.0146486337045061,0,0.0591311749177063,0.0843011092606453,0,0.236172147116464,0.0912706842258775,0,0.00331172419949784,0,0,0.0426904421918143,0.079673906801238,0.0839351361386089,0.0239930260052423,0,0.174432173566037,0.0520727923568697,0,0.0484828108397344,0,0.00588423867575789,"High"
"ec218",0,0,0.0263136076037264,0.0315989485483864,0,0.430014186774794,0,0,0,0,0,0.113041516727027,0.0269598400406321,0,0.114162107237873,0.0547794702851231,0.135586497211311,0.0308383225391041,0,0.0352993585833089,0,0.00140614444871318,"Low"
"ec219",0.0167010372926262,0,0.163699367955817,0.100178589439204,0,0.180222444098971,0.0152564988587995,0.0688243761298262,0,0,0,0.101054864487285,0.0548386361462729,0.021373414397181,0.0631488838362992,0.0517010104683546,0.0251995178262179,0.0690888341253167,0,0.0632826486321325,0.00499974939121369,0.000430126914483438,"Low"
"ec220",0,0,0.16941503253778,0.023337782763505,0,0.339582860433934,0,0.0120675774680725,0.00757018300933617,0,0,0.0272759693398786,0.126034113878146,0.017692264653558,0.0673258445254284,0,0.0637818100871987,0.0776372259592438,0.0111450442546304,0.00701462483185334,0.020863643883,0.029256022374436,"High"
"ec221",0.0451376961349844,0,0.122583862565539,0.0620367220333798,0,0.140256647823893,0.00192533244643985,0,0.121160074460869,0,0,0.0702466358419001,0.113685139265977,0.0318484320479423,0.0293950488166592,0.0189059154138325,0.115044160321808,0.0686688653070794,0,0.0524601106511955,0,0.00664535686850063,"Low"
"ec222",0.0623806574228866,0,0.197825673792499,0.0597052357949924,0,0.157936559430589,0.00793382573555381,0,0.0559980950353165,0,0,0.0629945099830607,0.0299107984094063,0.0837433552491259,0.022351547779138,0.037752007406165,0.114522974399566,0.0450191326263412,0,0.0619256269353604,0,0,"Low"
"ec223",0.0252185425175626,0,0.311286693334276,0.111164459092467,0,0.186705072161605,0,0,0.0448044972411609,0,0,0.0367790921664232,0.0577729974956578,0.0405544384974467,0.0526870062340038,0.0595240163466597,0.0120596419749768,0.0129968868060066,0.0395558323160548,0,0.0088908238156995,0,"Low"
"ec236",0.0771722532729747,0,0.278937011499636,0.174124791147266,0,0.000532188109553913,0,0.0135124398346543,0.0726133269403677,0.0611351224751823,0,0.107786018082784,0.0451223444944428,0.0489725397000658,0.062902352621354,0.0195795403466894,0.0352746405643523,0,0,0,0,0.00233543091067762,"Low"
"ec239",0.0984595536426997,0,0.157757834314572,0.0436925858879917,0,0.221438818729449,0.0367386469006614,0.0412950275850492,0.00250419749249943,0,0,0.032977462257051,0.0377902258145336,0.0444182832687943,0.10381982786258,0,0.0782885930146696,0,0,0.0750351638809758,0,0.0257837793484739,"High"
"ec241",0.0293000877565451,0,0.249701266778498,0.0577278133923645,0,0.11223251268569,0.0064106477172768,0.0613985382529232,0.0405681457312407,0,0,0.0589636492694637,0.0164053648623634,0.0392711082310884,0.112342312171315,0,0.0966669975417713,0,0,0.0602647286683547,0.0258755647171575,0.0328712622239475,"Low"
"ec243",0,0.00169860282093634,0.140227729881053,0.173443690443378,0,0.163963238320268,0.0221034746141663,0.0467113592691049,0,0,0,0.0549989229662505,0.0753385214027798,0,0.144147615927602,0.0509845540310148,0.0427048233847871,0.0462443079973744,0,0.0374331589412843,0,0,"Low"
"ec245",0.1305047524973,0,0.160155389340221,0.187513671124166,0,0.0484804581295676,0,0.0544300278451019,0.0574770615585354,0,0,0.0571606113781471,0.0265862453930655,0.0650261155731193,0.111380308871275,0.0356425064151427,0.0334820390628035,0,0,0.0276690595778769,0.000192766672570708,0.00429898656110841,"Low"
"ec246",0.01116765470859,0,0.112846230999488,0.379661653979535,0,0,0,0.0609612058505732,0.0599102031455707,0.078453755889966,0,0.0521086971899973,0.0227359448049573,0.00600370663512672,0.0582591438561531,0.0517748834491534,0.0523390849708245,0.0128952724031055,0.0408825621169588,0,0,0,"Low"
"ec247",0.020305771038643,0,0.118104735830256,0.334496065692834,0,0,0.0290372544432109,0.0553548727224628,0.0725991896524597,0,0,0.0434570543888028,0.0741163563760003,0.0626946278951553,0.100331373807108,0.0164444916464445,0.0466837554509597,0.0263744510556631,0,0,0,0,"High"
"ec249",0.15852663611297,0,0.321369531036526,0.138717255713621,0,0,0,0,0.0529308546139297,0,0,0.0374478014594689,0.0122235742167398,0.0284572459822685,0.0222532961552545,0.0302012818181084,0.0390975059720807,0,0,0.130415237155943,0.0249852106484015,0.00337456911468735,"Low"
"ec228",0.0497647885394158,0.033539520039978,0.239487462176118,0.198439624012011,0,0.0544362492019505,0,0.0478391854457844,0.0617126404455625,0.0226770107469904,0,0.0658916810336958,0.00983001847569244,0,0.0821414767116394,0.0444674496684121,0.0600958739464336,0,0.0260122119044108,0,0.00366480765190536,0,"Low"
"ec229",0.0377931059977364,0,0.0555687232505406,0.0978587300411621,0,0.192916199804078,0,0.0226881186388903,0.0253730659917639,0,0,0.0875230747308315,0.106103280972809,0.0553485095896198,0.0484749790821796,2.46799338245947e-05,0.215486621062822,0,0.00749517624875451,0.0473457346549882,0,0,"Low"
"ec231",0.0232811720715971,0,0.071773273000221,0.0451141830878291,0,0.0322132128945392,0,0.0920333724314439,0.0910116230710429,0,0,0.0640676162052858,0.195322317107513,0.0230455517746328,0.0821319159372894,0,0.0160867346681716,0.0787546519122838,0,0.171489878362874,0.0136744974752767,0,"High"
"ec234",0.0894302697618106,0,0.305436602945291,0.141860838554403,0,0.0833786815686224,0,0.0459405831657441,0.0679244867499926,0,0,0.0375461546107927,0.00769743113322705,0.0225845318997741,0.0734106512107149,0.0254149292811212,0.0641501146869887,0,0,0.035224724431518,0,0,"High"
"ec102",0,0.0382628302864562,0,0.10734231494014,0,0.160576778710631,0.0485537543733364,0,0.0315709603673192,0,0.00799473454405407,0.000658340750456503,0.102961563058528,0.0967840936837184,0.0691078876689795,0.138771463662284,0.176779665905248,0.0200840578521669,0,0.000551554196681729,0,0,"Low"
"ec112",0,0.0433785910376933,0.0162313687625446,0.07714149541211,0.0325802196681573,0,0,0.139779123995203,0.193760864349713,0,0,0.174951027395817,0.0897816135038525,0.0166327041851549,0.00414589227978731,0.102777462936068,0.0496624959360908,0,0,0.0591771405378092,0,0,"Low"
"ec117",0.0219191084025099,0,0.11899882145891,0.162860084986291,0,0.23832018719042,0.0520097271105997,0.0401814781922544,0,0,0,0.0977582920747777,0.0506705272569433,0.0379053773984848,0.0347008825697434,0.0597606356239735,0.00915142553046976,0.0275278347314239,0,0.0482356174731985,0,0,"Low"
"ec129",0.0544066649868249,0,0.0376911863773075,0.26795947504773,0,0.0139985683812613,0,0.146764240710497,0.0113867717571693,0,0,0.0807205178104969,0.151571554243411,0.0415831098701467,0.0644113675917958,0,0,0.0306982337292247,0,0.0988083094941344,0,0,"Low"
"ec201",0.00854872149361127,0,0.0488306873500055,0,0,0.275305392495443,0,0.017047453805739,0.0629407933677445,0,0,0.134496172977862,0.139080314622103,0.099575548156696,0.031881901467416,0,0.107741538746136,0.0626456017508268,0.0119058737664175,0,0,0,"High"
"ec217",0.166013557310776,0,0.0217691656949309,0,0,0.163753124712316,0,0,0.130735077362806,0,0,0.0838315418665208,0,0.22354293435761,0.0712273531990192,0.0860217685636293,0.0365216384334567,0,0.0165838384989355,0,0,0,"Low"
"ec268",0.0577569428171185,0,0.228978617464355,0.0889075403894871,0,0.0989238151646557,0,0.016849181579706,0.104009804353059,0,0,0,0.055810252039758,0.0212370208214815,0.0229773225630393,0.00390677389349877,0.180752197686918,0.0537940760731399,0.066096455153782,0,0,0,"High"
"ec290",0.036162346185185,0,0.0666005291958981,0.123353686026701,0,0.216740482353617,0,0.00393595346509445,0.0306629703589757,0,0,0.0198861717703274,0.108208077208215,0.121042256056899,0.0251431627280645,0,0.142796152948635,0.00945339447585873,0,0.0670325647378517,0.028982252488677,0,"Low"
"ec297",0.00423327480065889,0,0.267413163915334,0.133084481042974,0,0.151171217935783,0.0189282178187756,0.0720845922699999,0.00824973614309879,0.00494187151669728,0,0.0194526931939698,0.0261305796201599,0.0130436298903912,0.111718905234021,0.0283969223115925,0.0629840495235608,0,0,0.0391314467912007,0.0304030028703394,0.00863221512144274,"High"
"ec9",0,0,0.279940445545388,0.0456396755179421,0,0.12117611742726,0,0.0339988313022852,0.0171348271982615,0,0,0.0584687012116473,0.153874737252378,0.0861956300028167,0.0287142395793201,0,0.126801704780382,0.0236719173981266,0.00889628802727801,0.0154868847569144,0,0,"High"
"ec10",0.0215387593386451,0,0.00566024007311557,0.118231644222307,0,0.257763680799734,0,0,0.0192819116645447,0,0,0.127692876790456,0.12570524757178,0.0869971932099571,0.051460675566285,0,0.0788374001008358,0.0706524452777618,0,0.0361779253845769,0,0,"High"
"ec11",0.0443398681607446,0.0310060473623077,0.0300446180538623,0.175108412470392,0,0,0,0.156941103814566,0.116317746697294,0,0,0.126173626021405,0.0160521424056223,0.0296247371782994,0.0808495937282195,0.0196998610276446,0.0176500548510485,0,0.149553332745577,0,0,0.00663885548301711,"High"
"ec12",0,0,0.0630249993231482,0.0733212640398607,0,0.106000506217181,0,0.0670554344012723,0.0403272940806153,0,0,0.0546860653328479,0.192047140369544,0.11293639739156,0.0100898467093432,0,0,0.0968795886641981,0,0.183631463470429,0,0,"High"
"ec13",0.129252561680041,0,0.0708675622665577,0.258621670161801,0,0,0,0.126802527500333,0.100822373755353,0,0,0.0786360534661904,0,0.0469195200219787,0.12562197926505,0.0265052457286044,0,0,0.0223706023754172,0,0.0135799037786736,0,"Low"
"ec23",0.00370775501991976,0,0,0,0,0.111803860170869,0,0.0479534258962098,0.137801160662576,0,0,0.016087066029951,0.277807298813999,0.0154371011487408,0.0142044579109332,0,0.0305162971172276,0,0,0.344681577229574,0,0,"High"
"ec25",0.132104234868679,0,0.00518113068171834,0.144544660898245,0,0.176125888689161,0.00123566091420063,0,0.208951964689155,0,0,0.0506184575163788,0.013903584631921,0.023484134182945,0.105654960286964,0.0824591203334239,0.0236998000413268,0.00411711908062592,0.0279192831852563,0,0,0,"High"
"ec26",0.0601961280289491,0,0.0193610294660669,0.152493490035471,0,0.0513936990180377,0,0.0806336995843632,0.0534821398851712,0,0,0.179471364495051,0.0678590947702015,0.00906501905452037,0.091784032033936,0.049064044258939,0.128665263984588,0,0.056530995384705,0,0,0,"Low"
"ec27",0.131269249711966,0,0.0671950764412367,0.0653196630303644,0,0.121670548561244,0,0.0862370895576675,0.157560581133962,0,0.0256167583755114,0.0455986416514791,0.160516463213344,0.0931229117304875,0.0264932770052461,0,0.000961609271174849,0,0.0137077964261903,0,0.00473033389012542,0,"High"
"ec28",0,0,0.0829158854680375,0.00360761131068189,0,0.328002812643873,0,0,0.0038943827966089,0,0,0.113996242393653,0.0626029197331563,0.144089990206045,0.0138700454397475,0,0,0.0477075996363596,0,0.199312510371837,0,0,"Low"
"ec31",0.0770498795151934,0,0.2185291051403,0.163912399310518,0,0.069747541586996,0,0.0426392299714844,0.0517881654857603,0,0,0.0662567495853321,0.0563946183101101,0.0429343856358884,0.0697991993301898,0.0193583701246666,0.0522732854795589,0.0346744695120253,0.0346426010119769,0,0,0,"Low"
"ec32",0.0075291694895068,0,0.0420601270415164,0.115601204754655,0,0.0535687094262474,0,0.122564951781332,0.111417621351053,0,0,0.132918306973044,0.12228330940956,0.16322337593148,0.0264583137470223,0,0,0.0535429877832711,0.0488319223113114,0,0,0,"Low"
"ec36",0.0616988621371421,0,0.0626941985171633,0.179574743690934,0,0,0,0.0816905152529752,0.0728308388407119,0,0,0.0332320125307607,0.152693495646541,0.0387719383251711,0,0.0638398222994838,0,0.0681137764167726,0,0.184859796342345,0,0,"High"
"ec42",0.00642659712706244,0,0,0.0453781430874881,0,0.344653553018362,0.0942729958478532,0,0,0,0.0157886328743213,0,0.0146458158045599,0.02267335781038,0.0296644936069091,0.146563591540934,0.0157736205346649,0,0,0.264159198747465,0,0,"Low"
"ec45",0.198961223888071,0,0.0433355794082569,0.141942087357239,0,0.0476491862850586,0,0.0585500722562208,0.136037991240589,0,0,0.00418302725538964,0,0.190977775527151,0.00170729214864929,0.0635557894650733,0.00387820913663387,0,0.109221766031667,0,0,0,"Low"
"ec46",0.181056516348036,0,0.0572876249550551,0.0542732710144342,0,0.174772024999831,0,0,0.0725589916374159,0,0.0546792750963364,0.0145001484279392,0.15833590839615,0.0340712239370955,0,0,0,0.0562615370920031,0,0.142203478095704,0,0,"Low"
"ec49",0.030781233066728,0,0.133384486327912,0.265519205575559,0,0,0,0.126313106107828,0.0963762018014159,0,0,0.118309323698962,0.0496964079799345,0.003448217873658,0.0591835345686101,0.0723803007356946,0.0166876752722804,0.000839245965197946,0.0270810610262203,0,0,0,"Low"
"ec51",0.0491191530841894,0,0.0350527971805757,0.139757378412913,0,0,0,0.108884672698392,0.100784215202331,0.00890880671805862,0,0.154977859705811,0,0.123278713718009,0.149284188608834,0.0910470329117399,0.0115819940154661,0.00876084589609314,0,0,0.0185623418475885,0,"Low"
"ec52",0.178734693636222,0,0.0415596091583232,0.071242706243471,0,0.0393664180631208,0,0.071525363050973,0.189131396153449,0,0,0.0327085069348349,0.0278516721429512,0.164430528096501,0.0779105660926306,0.0453279264580843,0.0360077622977551,0,0,0.0171264689644693,0.00125713346820931,0.00581924923900536,"High"
"ec60",0,0.0209016204966351,0.0463180147246554,0.304750071588903,0,0,0,0.167410758699667,0.10481592523863,0,0,0.136317801326308,0.019434130030747,0.0612946269244512,0.0701078521876739,0.00884020653492142,0.05431231004168,0,0.00519083526823986,0.000305846937488285,0,0,"Low"
"ec61",0.0866116676354479,0,0.144128304600005,0.123528683160649,0,0.161311493552943,0.00621110446312651,0,0.0486187531773347,0,0,0.124609890552467,0.0489243684056232,0.0647223264327764,0.000743933488857133,0.0593485456750883,0,0.0483605529343062,0,0.0828803759213759,0,0,"Low"
"ec71",0,0.00147792797920488,0.0682169701702956,0.154313066101389,0,0.152481263155732,0,0.0132211796282608,0.0877756749060921,0,0,0.0705740379603099,0.0673850195059033,0.119975066185954,0.0631397923583461,0.0123984364361984,0.0386685247515834,0.0390846982932913,0,0.110962157951768,0.000326184615671105,0,"Low"
"ec73",0.0267616844141083,0,0.00792088879632735,0.302365891183626,0,0,0,0.110837005616494,0.0425697608883576,0.0622861442627542,0,0.135092485833761,0.00859739823786161,0.00634791420624657,0.0778180324179293,0.0485974975223343,0.00327581980305459,0.153674782439173,0.0138546943779719,0,0,0,"Low"
"ec74",0.181452467914446,0,0.0108721953950319,0.0265833292448303,0.0547256880406177,0.0468281750472785,0,0.0367166782887032,0.103027154629887,0,0,0.167634689718706,0.0904337813175968,0.150713504921472,0,0.0415286209515064,0.0532686166948644,0,0.0301942474087325,0,0.0060208504263269,0,"Low"
"ec76",0.0691580650155516,0,0.0780897767060391,0.192113009307735,0,0.0836262440715266,0.0897345956861284,0,0.00834751982142297,0,0,0.0409084207842734,0.0990342834544527,0.0369132629822972,0,0.0105282084272464,0,0.048875052669974,0,0.242671561073353,0,0,"Low"
"ec77",0,0,0.113687132537043,0.0286719485912919,0.0724969954092772,0.198142999588652,0,0,0,0,0.0297140220332784,0.0198859747278983,0.0392901449569478,0.229322481597764,0.0245600019438607,0.0183936442607846,0,0.0180036444292729,0,0.207831009923929,0,0,"High"
"ec79",0.144399396013214,0,0.0283371893984284,0.100257045080638,0,0.0344362922111807,0,0.0711570367538773,0.0941938452758708,0,0.0156169934952593,0.0496812402147721,0.129641622509447,0.100740870293594,0.00962762564264074,0.132233371655173,0.00952124350581411,0.0662885646478936,0.0138676633021965,0,0,0,"High"
"ec87",0.140945834183223,0,0.014387249145638,0.106436689686746,0,0.0278430520694125,0,0.0822164211810297,0.149723356060444,0.0404084962841119,0,0.129017389619874,0,0.0727355637185033,0.0579706471376629,0.062413959992815,0.052253638159482,0.00573045883531785,0.0469373657731155,0,0,0.0109798781526248,"High"
"ec91",0.0082047224778283,0,0.0352800214543583,0.376649016784162,0,0.0146237156184752,0,0,0.0959757528635517,0,0.00765327979857925,0.0664439081746837,0.0711295372748652,0.174051642432716,0.0195430914840959,0.0488665706910821,0.0406469967745913,0,0.0409317441710112,0,0,0,"Low"
"ec92",0.0107842274220158,0.00823196148824744,0.187812905721861,0.24179482894448,0,0.0263998018541935,0,0.0920052668543895,0.0840210556013239,0,0,0.107894141318353,0.0421339472321625,0.0315476183052916,0.075368534581804,0.0261705057666692,0.0189905374621066,0,0.0468446674471017,0,0,0,"High"
"ec94",0,0,0.231297162607649,0.189234144029455,0,0.13056060012152,0.0153420020954044,0.0401291266039476,0.0293912650390468,0,0,0.0255650600261926,0.0269198740929577,0.00137825751041015,0.110342672230461,0.0293334327512948,0.0779295891796272,0.0703558198821975,0.0222209938298367,0,0,0,"High"
"ec4",0.0822251945712706,0,0.0508391301315602,0.185209727143947,0,0,0,0.119940129426057,9.45074023754649e-05,0,0,0.105492213015998,0.112136335259859,0.00181404444563957,0.0690684552825888,0,0,0.089269250855493,0,0.183911012465211,0,0,"High"
"ec6",0.0685740452965503,0,0.0881137573067885,0.108254659604297,0,0.0900151186504203,0.0319146148736805,0.0712536373823175,0.0297147287439832,0.0453230102632651,0,0.0814136732596877,0.00515206768871147,0.0524248455491232,0.15883270881593,0.0110996784851911,0.122500014058131,0,0.0354134400219221,0,0,0,"Low"
"ec7",0.0874890987725671,0,0.00773315759167873,0.00918052784956461,0,0.119723941068427,0,0.119208880093619,0.135433511894467,0,0,0.225745773875706,0.0940631422066956,0.0818761042100277,0.0452871721298198,0.0131394267664616,0.0146519535926481,0,0.046467309948318,0,0,0,"High"
"ec96",0.0556692939514291,0,0.0470125000704979,0.0724785416837618,0,0.0490418085958565,0.00297743821367648,0,0.0747002173365625,0,0,0.0369498139605451,0,0.206460786844659,0.137395346165718,0.0779438230022748,0.013714429600739,0.0336431999258432,0,0.192012800648437,0,0,"Low"
"ec97",0.0612531942832095,0,0.104254312072664,0.148553701673344,0,0.0476766833838418,0,0.149987659322674,0.0917747749193871,0.00849566411903883,0,0.114904550749336,0.0106335777966328,0.022836903012596,0.0829455161639174,0.00269542191928939,0.0881153944299533,0.0322280281614547,0.0336446179926614,0,0,0,"High"
"ec101",0.115145931169067,0,0.0603401392528013,0.290283995699907,0,0,0,0.0505363097271705,0.126833910329131,0,0,0,0.0239815695885523,0.182695422738955,0.0181995236456603,0.0147851906804334,0.0459856785586815,0.00331304191330915,0.0678992866963318,0,0,0,"High"
"ec106",0.00187984200526196,0,0,0.119007869089655,0,0.0820634076508002,0,0.127519790700332,0,0,0,0.127008044672991,0.113644678796935,0.0444473952727529,0.0630635390416371,0,0.107991894276313,0.135252691033862,0,0.0781208474594596,0,0,"High"
